,"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
25,ACT,2914,11540,7150,11485,744490137,10075,162014659,9125,10029428,265,243298.26,9715,168136513,740,2738770.13,10485,712388387,1910,6060995,140,2288429,130,1559322,370,1649439,235,1806828,105,742130,380,10384326,6790,5467909,580,249681,2035,4432216,2025,1897127,11500,769579424,3455,7725751,1160,933386,4540,1169770,1000,1944700,6700,6251437,555,431972,365,396970,220,566105,4845,1590481,4740,1662390,9855,24423835,225,582656.87,650,10624921,1005,5119176,25,-367061,890,15716256,420,1259897.24,65,1963470,10,159487,120,1070520,345,2200059,500,8230743,720,10678552,520,1698638,440,323788,415,164058,2280,39434099,2225,31370176,1565,5615736,2355,22016758,350,1860041,2020,-21428612,2370,-19568571,555,456783,135,219720,40,405040,695,1322780,50,32782.36,665,369740.18,4910,1401025.89,270,113646.76,230,1170309.98,31,346433,634,44006476,660,44301662,635,31348583,38,3903,659,12366785,695,12370688
26,ACT,ACT other,1330,640,1315,73357363,1045,15765535,795,903903,30,30073.17,1000,16037208,70,282577.88,1095,65490946,285,564265,20,201261,10,52586,65,356992,40,366726,25,138363,85,2759474,800,996596,95,40011,275,1082057,275,462384,1320,76253747,240,477159,115,189262,470,150970,110,137764,705,768624,45,39031,50,37453,35,172443,465,215711,570,264323,1050,2818920,55,172253.99,95,1449787,115,971545,0,-45002,135,1856513,65,75041.47,0,61111,0,86539,10,174761,65,575561,90,1664885,105,2637088,100,338693,85,49177,75,35247.03,320,6607261,250,4049615,175,491130,320,3490714,120,968604,200,-2392802,320,-1424198,85,75969,15,1336,10,234132,60,130434,10,6606,50,30638.92,565,175904.87,35,13892.36,30,175251.71,5,102702,61,4145679,70,4270580,70,2691229,6,-55935,64,1423197,70,1364601
27,NSW,2000,34525,7115,34155,1537733328,18525,386189974,11875,16936994,405,557001,16470,393715125,465,2150145.81,30310,1089745192,2840,18665509,220,2844514,310,7256326,400,2399279,140,1465139,95,2662892,85,2944743,11660,32708556,1070,6621119,2725,91060112,2715,38918986,34230,1602176210,1450,4956729,2170,3608628,5400,1599142,950,2857181,13485,10946706,270,148992,630,3133499,290,2942903,3815,7806363,8160,7184281,18900,55028496,135,644916,775,19826914,1375,9174120,35,-1069425,1755,123396055,695,20582690,545,7899971,30,1568140,160,2641533,570,36536871,985,89467211,1460,146691551,930,13722471,795,7643616,725,2592077.61,3075,116600203,2265,56966083,1505,7966612,3090,52009617,1595,25536122,1515,-25878231,3110,-342109,1225,4116706,240,1886766,295,5917261,655,3705910,115,42113.66,535,509667.08,12320,4294832.5,505,206110.91,330,1327459.95,81,3315284,1310,334101949,1630,417823891,1270,325713819,108,-590981,1355,88408507,1705,89469898
28,NSW,2006,130,65,125,8637643,90,2338864.81,75,113030.71,0,1992.49,85,2398902.31,10,39272.44,105,6277984,10,77139,0,9413,0,6086,15,74853,0,6521,0,1037,0,0,75,197975,0,209521,25,98007,25,42248,125,9020460,20,42708,20,52577,40,9869,10,76887,60,79795,0,618,0,8912,0,13536,35,49407,40,17984,80,382817,0,155,10,256681,15,108367,0,0,15,1419924,0,8577,0,13724,0,0,0,42078,0,104222,10,489272,10,715478,10,97028,10,14045,10,32278.08,20,516119,15,263714,0,13883,20,207679,0,143438,15,-112595,20,30843,10,37271,0,468,0,25000,0,5524,0,0,0,975,50,16516.7,0,2000,0,932.2,1,3193,8,257239,10,260432,10,158300,1,3193,8,72836,10,76029
29,NSW,2007,4690,1725,4665,230204999,3370,48810693,2610,2661699,75,82580.56,3110,50298122,195,820382.49,4160,195346759,540,2167743,60,558016,60,817984,215,1230686,45,497702,20,146845,20,631629,2745,4419753,185,100235,530,5938947,525,2544206,4670,255467678,495,1304463,600,671598,1470,429710,310,942938,2270,2488254,75,49719,135,402634,60,190314,1035,511483,1690,10857426,3280,18532855,25,68125.77,170,2704850,275,1459399,0,-41761,240,4546024,105,273825,65,1555386,0,26598,50,524665,90,1294460,150,3061087,245,9181833,165,880704,135,187732,120,75328,545,13587504,455,8253351,230,913476,545,5897547,220,2291683,335,-3768553,550,-1476870,195,27099467,30,81731,20,351847,140,315407,10,3047,115,66928.55,2230,718076.93,105,42568.15,80,209504.5,26,373232,317,17419480,345,18115800,300,12448127,28,86554,322,5021639,350,5043029
30,NSW,2008,4605,2005,4595,236880238,3545,48115254,3020,3094171.51,85,106668.68,3340,50058588,345,1395864.69,4170,212806958,570,2813344,55,778382,60,844403,340,1856512,35,288104,30,273900,25,798619,2690,4077417,180,79904,620,2480567,615,1062352,4600,246558255,560,1324468,735,933874,1415,432293,375,1041271,2475,3077667,75,38861,125,266795,55,234105,1370,858284,1735,567982,3435,9453836,40,67790,195,3514260,370,2353558,0,-98603,265,7161415,125,602642,45,862320,0,6026,70,527276,100,738906,160,2653645,220,7492246,155,625122,140,240839,125,31342.11,465,10689070,395,6687475,210,664346,465,4653386,170,1736747,295,-3052884,465,-1316137,230,353342,60,243428,25,346810,130,329268,10,10634,125,83127.59,2285,719885.94,90,37610.97,75,238773.84,34,307844,423,21714378,455,22024922,400,13074287,36,87966,445,8505588,480,8593554
31,NSW,2009,9400,5265,9310,730374492,7575,195094042,6330,9661407,280,352522.7,7185,201178998,445,1975750.1,7950,580733647,1145,11170837,160,2539530,165,4058383,240,1296966,140,1304124,90,2221874,55,2053730,5890,16580603,800,835980,2025,28144716,2010,12053985,9350,761900319,1420,4896424,1330,2221821,2505,780027,585,1622801,5145,6467162,215,137901,415,2179224,220,784201,2830,2987464,4075,2212759,7275,28945849,110,444105.31,520,11166773,975,7655402,25,-1301825,1010,47003732,410,6369828,110,3322591,10,586255,85,863498,405,14316095,665,34594314,895,43172329,670,3527043,575,1002045,515,691564.31,1615,50300984,1360,30710034,865,3973922,1615,22905674,615,7255670,1010,-14544316,1625,-7288646,585,1278991,130,996237,135,2836068,470,1798949,10,7193,435,357603.83,3795,1154391.69,335,137250.06,240,925813.42,35,629189,629,73709839,660,74330937,610,48793352,41,-24772,656,24862944,695,24838172
32,NSW,2010,19080,10385,18975,1385557353,15925,346691484,13775,18694536,610,726768.83,15175,358043155,1345,6127319,16735,1161568571,2420,16843234,320,4585165,400,9903611,905,4782963,240,2449868,100,1118704,95,2928817,11260,25355937,1235,985699,3360,31313921,3345,13414202,18995,1446613038,2635,8580028,3490,6432133,5325,1807307,1275,3741065,11095,16708773,420,196508,635,2501131,400,3461380,6105,3688974,8650,4480707,15220,58683906,130,336100.88,1105,19423510,1735,11727992,25,570152,1595,58218490,720,4425624.92,240,5958420,20,342197,295,3263717,660,15859104,1045,41331261,1385,48123096,1090,12196238,955,8244787,860,2404658.21,2535,70788259,2135,42186915,1100,3876718,2535,30527691,1015,12193003,1545,-17995656,2560,-5802653,1400,2187886,265,1131418,220,4251964,905,2740685,30,9365.19,745,611922.47,8265,2526037.52,565,235309.96,510,1531969.86,80,2192262,1927,159638924,2015,162107549,1910,96565218,105,-433122,2012,64574479,2120,64346191
33,NSW,2011,14535,7875,14440,1175221329,11810,320725969,10155,15885432,450,552487.11,11170,329714702,840,3781358.45,12195,859259702,1875,16107713,245,3452126,305,7798875,550,3008261,285,3072310,100,2458306,155,6770299,8435,30305345,1120,1749735,3045,78127714,3030,33479536,14475,1255086546,1920,7153858,2455,5268812,3695,1294897,900,2564056,7860,12008436,345,142014,470,3951854,370,2448354,4800,23908733,6655,6494648,11350,73515090,195,916955.6,830,17443328,1310,10131856,35,-1625535,1580,86099398,710,10502738,210,5496293,20,725703,225,6281457,635,33159411,1000,82577593,1270,59889326,1105,9812846,965,4625910,835,1607262.76,2050,63888778,1615,35801500,860,3423299,2045,28856407,875,13619882,1185,-17811638,2060,-4191756,1125,7005604,215,1078221,250,5225264,665,2851262,35,11445,760,910106.1,5900,1772088.07,685,284378.05,395,1414858.62,65,2223054,1410,152070109,1460,154034924,1420,102107226,88,-1451749,1468,50718323,1535,49126824
34,NSW,2015,6590,4210,6570,456502638,5900,104030529,5440,6434112,160,166434.87,5700,108447495,545,2167258.37,5900,415197558,1100,7293928,145,1544765,145,2586787,295,1530993,75,785779,50,494042,30,719271,3940,5973079,460,414955,1375,6938112,1370,2972890,6580,477852085,1630,5181791,1320,2358997,2335,779601,540,1351268,4370,6019371,165,91684,245,398977,145,637728,2705,1346872,3340,1191467,5705,21005669,45,100485.84,430,7665007,650,4260807,10,-64972,545,9294961,280,893375.92,90,2425871,15,438138,110,1324220,245,2619395,380,8883181,495,12687594,360,1654851,330,515928,305,334788.17,1045,22555105,940,15287961,495,1574837,1035,10217047,315,2831305,735,-7356045,1045,-4524740,415,754940,100,342010,40,667439,390,929340,15,6654,345,224358.68,3060,876038.44,220,89846.63,205,410649.12,23,217007,675,47725912,700,47949229,690,31641475,34,-384015,708,15545848,740,15161833
35,NSW,2016,7775,4185,7745,486290005,6570,108618912,5860,6669218,175,213007.26,6240,112734307,530,2223621.29,6810,420623352,1105,6128416,130,1313724,165,3647886,600,3510105,145,1546900,40,583968,30,1231782,4610,8141553,470,348765,1400,8275446,1395,3545213,7750,509432259,1310,3945213,1415,2814212,2730,888563,600,1649011,4660,6495780,165,82908,270,655112,130,584735,2695,1358155,3680,1400589,6340,22352508,50,149934.03,400,7235565,700,4794509,10,-595474,635,13506913,300,1189631,115,2762571,0,535958,115,1411335,230,2773697,365,14235648,525,17446517,415,1941669,370,677174,320,242036.43,1040,26628977,895,16227878,460,1633806,1045,11307306,425,4418242,630,-6958255,1050,-2540013,455,664232,100,403569,60,1165151,355,1258123,15,6243,345,202158.31,3775,1167098.51,265,111462.87,220,661767,41,515084,914,70487802,950,70973340,905,45047644,46,154627,949,24833347,990,24987974
36,NSW,2017,9155,4615,9105,535472563,7720,113247522,6575,7036448,195,193015.58,7340,117854242,560,2375805.36,8115,496887501,1570,8042444,135,1227789,200,2376454,490,2736949,160,1627497,35,364624,35,647523,5420,8300837,400,240133,1255,5400595,1250,2313435,9115,562191933,2090,6663501,1785,3259184,3405,1261425,765,2220251,5745,7925630,185,101041,285,367237,110,407262,3035,1168170,4185,1183203,7480,26121636,35,69605.95,525,8782970,685,3536046,10,175711,515,8516648,225,491408.66,115,2600933,0,57175,120,1299639,205,3069368,320,8756257,505,12781279,335,1735155,295,495708,265,422456.59,1150,24924641,1025,18606711,580,2188245,1155,11325449,345,2587865,820,-9783629,1160,-7195764,460,517926,90,238085,50,803651,365,751879,40,13581.98,355,207890.55,4420,1325051,245,99509.32,230,252108.41,28,462289,805,65132113,830,64514000,785,44107897,34,117153,827,19396945,855,19430008
37,NSW,2018,8210,3990,8150,417082471,6695,81241052,5700,5485240,105,113090.35,6185,83845276,240,912566.68,6720,363013853,1485,7026793,135,1614756,125,1737924,465,2606414,290,2650982,40,440290,50,1173909,4615,9437323,450,325351,1605,5181705,1595,2217692,8160,437485623,1685,5161875,1000,1701800,3480,1233936,440,1037891,4770,5479724,135,76955,360,328633,100,277403,2820,1136018,4320,1282418,6570,18955660,60,129204.12,425,7694789,620,3552289,0,-33560,680,12310176,250,456707.95,70,1324143,0,5830,65,707315,200,3999738,300,10299620,465,12435473,265,822807,225,256461,215,197618.32,1425,33046407,1165,16896321,530,1615472,1435,13833490,640,8048808,795,-7347684,1435,701124,440,624149,65,267660,60,707214,305,526256,15,4685,385,221526.96,4415,1397751.4,500,215447.95,180,346115.49,20,347944,820,78649103,840,78997047,820,61045414,26,33100,829,17699263,855,17732363
38,NSW,2019,5445,3085,5420,317164150,4690,65899447,4220,4327465.82,70,87899.39,4410,67839275,145,546217.97,4725,284101566,1170,4724473,95,1383819,105,1463800,245,1267967,215,2143398,50,919289,30,827539,3020,5144850,310,180050,1195,4365194,1190,1870596,5425,332320753,1440,4741174,730,1262800,2660,1010531,260,493786,3545,4236068,115,54411,170,228192,70,231221,2260,787047,3315,829853,4680,14841078,50,173528.5,330,5048997,575,3396334,0,-63582,450,9562568,210,1004148.61,35,651900,0,57353,55,626593,150,1939044,200,4203219,330,12686850,195,439798,170,140629,160,164072.99,890,17044609,770,10415704,395,1037886,895,7322124,315,2921980,590,-4653085,900,-1731105,300,284755,50,21972,30,228387,275,714310,20,11707,345,242414.37,2790,850239.64,420,175985.86,145,562408.66,12,841592,463,34688204,475,35443365,450,24982403,17,85308,474,10022555,490,10080154
39,NSW,2020,7510,3600,7480,393604487,6315,76578363,5445,5181229.42,85,93049.41,5935,78948053,290,1073051.75,6425,358078157,1500,6706087,145,2077167,130,1797278,380,1927603,230,2316311,40,502814,35,741185,4210,7059483,330,172494,1370,3941453,1365,1687716,7495,412253981,1650,5128433,935,1356652,3540,1276435,470,1105944,4620,5418614,115,48328,300,167511,65,189041,2755,1124694,4090,963445,6220,17914816,50,101177.57,370,6712846,605,3061735,10,8517,505,8858075,195,275186.95,55,861127,0,5265,65,649035,185,2376301,250,5592603,385,9946809,230,597825,200,212617,170,95316.3,1195,26093298,1010,15322921,525,1604830,1200,11151693,455,4913366,750,-6899657,1205,-1986291,340,330510,50,106313,35,478616,290,641372,20,7471,345,216047.64,4150,1273547.8,485,207573.44,175,641568.34,23,489763,590,38274117,610,38705923,600,26603883,28,12772,607,11589244,630,11561047
40,NSW,2021,10530,7350,10450,1085316017,8965,326613109,8000,15349651,285,387304.27,8540,336025988,705,3136666.61,8145,725431146,1360,14281143,210,4712854,195,9188706,435,2243351,195,1973229,120,2200311,130,5490143,6930,27810358,1175,2651425,2975,59989210,2965,25693262,10495,1136612793,1840,6801385,1785,3391869,2205,740299,600,1746888,5595,8779856,235,114791,445,2616151,390,4282541,3920,6059840,5250,4613259,8495,48616183,185,744641.22,675,12682897,1150,9776357,50,-878509,1835,114235744,855,11739695,135,3645098,20,1125392,160,2390548,615,15711763,1035,45912215,1340,75521712,1130,9229316,1015,5373069,860,1512626.68,1840,60657939,1400,35994110,775,3021476,1840,26844236,830,13090221,1030,-18292104,1860,-5201883,1025,1842953,200,1947508,305,6398161,665,2910850,10,5561.36,660,528680,3935,1195592,540,215545.55,290,1671969.33,59,3216977,1192,168940859,1320,173182660,1285,86654097,83,-1455439,1232,85553898,1380,84316694
41,NSW,2022,8965,5145,8910,665680181,7315,176087517,5930,8874123,160,219938.39,6830,181059042,330,1437581.79,6705,478006242,1220,8115375,115,1850109,120,3389474,315,1769022,265,2764239,65,900116,90,2600400,5435,23064535,815,1252331,2230,28292065,2225,12117076,8925,698322228,1365,4773591,1345,2426969,2190,803363,420,1025222,4430,6536490,135,67842,385,1484908,250,2204173,3055,3900187,4215,2795108,6900,31318149,110,310222,390,7059559,810,6708366,20,-205730,1315,41608194,545,4027463.62,105,2006904,10,304123,100,5112655,445,15314308,735,34878795,980,44668564,785,5721718,660,1763081,585,901147.04,1415,49586824,1000,22480595,520,1977189,1410,21041097,755,13043633,670,-8955690,1425,4087943,735,1504851,140,982740,170,3359682,475,1786509,25,13069,580,498840.84,3775,1183690.68,430,176507.39,165,597633.26,39,1497033,918,118823334,1150,130050680,1075,74791089,52,-582243,946,43961239,1185,49810375
42,NSW,2023,6945,5410,6895,993915736,5915,337848851,5380,14417139,105,185390.92,5620,345466490,295,1319656.46,4725,433691762,850,10411342,90,2082848,105,4209236,200,1158630,125,1312347,85,1943534,45,2041224,4970,43012727,1010,3939911,2575,101634069,2560,43556875,6920,1052613788,1170,4679058,900,1750579,1035,374132,285,767420,2945,4917375,95,81573,405,8943460,265,4904314,2735,9204015,3500,7337671,5600,54861487,100,449651.51,395,9127902,730,7945690,45,-2184743,2025,213764675,1020,39560293,70,3126608,15,1946683,105,1545708,575,55525734,945,127769491,1105,93187378,950,16947616,880,9650769,770,3694176.45,1380,70051397,925,31800525,545,3203564,1380,30562915,765,19808484,625,-15324091,1390,4484393,895,4994968,140,2126110,360,7829264,485,3580596,10,3002,675,633522,2525,783994.03,490,193495.5,145,872116.48,30,2629933,845,176673863,865,179280307,845,107555251,50,-1562913,879,71456174,910,69961942
43,NSW,2024,7280,4980,7240,713284314,6105,212275223,5480,10082342,165,194061.2,5755,218174341,290,1218932,5590,477883403,1050,7443628,120,2028694,145,5194432,305,1651355,245,2396449,60,930362,75,2700109,4870,19665388,785,2001964,2150,37021558,2140,15874278,7260,747037920,1435,5436867,1130,2147855,1735,586309,345,856552,3895,6205291,135,75798,340,1999348,225,2837070,2780,3415137,3820,2896176,5930,32287379,90,306847.17,490,9758751,810,7126803,30,-639833,1280,69764896,575,9136030,85,2799621,10,269643,120,1769497,365,16182419,615,39192747,890,50126926,735,14967238,645,10553830,555,1458197.46,1315,40443255,945,20152913,525,1956376,1320,17687730,685,10295975,645,-9651339,1330,644636,800,1390647,125,324892,180,3405283,480,2327088,10,3699,525,423104.77,2960,908153.03,425,177924.23,175,728811.42,34,2400216,955,109766301,980,111508756,945,60109166,49,-539393,976,50651973,1015,49983044
44,NSW,2025,5150,3990,5110,651267907,4365,213029309,3890,9364046,135,309228.99,4050,217177354,255,1188428.01,3500,325971861,600,6339254,80,1510342,100,4728645,150,816281,160,1683625,60,1906602,70,3781722,3650,39763137,755,3458385,1950,65557738,1940,28082059,5135,691193038,830,2964998,720,1536110,790,317653,235,716736,2355,4341844,75,33676,300,3409124,245,4377944,2125,6610895,2750,4372306,4245,36596104,95,573253.87,305,6995472,505,5190483,30,-1034205,1320,87533749,615,11840086,60,2073483,20,2423624,95,1883924,460,30048652,720,72946723,830,50334212,765,16213068,695,12347066,600,2778154.19,925,40369014,630,19401527,325,1703340,920,16706990,495,10807674,435,-8250517,930,2557157,610,1062022,140,1007670,220,4796149,340,2902731,0,2900,470,465391.66,1815,550474.61,375,147851,115,697512.68,42,7918805,629,169651036,660,177386585,645,130312426,57,-3295702,646,46762682,690,43335726
