,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
23,ACT,2904,8714,8680,597222773,7628,135485589.01,6887,10990687.18,179,193904.77,6888,11183178.21,7185,139084126.99,413,1491113.87,6784,476646864,6629,126754357.96,1254,4506736,137,3681748,90,1506514,237,1290263,492,3982803,311,3004222,1411,54506199,5433,6349768,849,524338,2584,10442454,2580,4391568,8687,619669303,2123,4043941,830,744908,2647,700189,375,723856,4231,4515673,5108,10728567,385,249104,185,446372,283,884558,3839,1945607,3755,1623434,6968,22217357,327,7432373,205,3055573,1257,13219034,34,-341352,1049,24157389,519,2223796.49,57,1657964,7,666086,110,1042116,543,8325319,457,2275502.53,715,22504496,708,14173781,626,2273559,499,757819,474,128511.24,1602,32890110,1421,18745012,1162,3954396,1634,18774170,470,3016233,1170,-11599702,1640,-8583469,120,673607,59,176648,211,5161830,494,1119319,17,119097,465,37529836,482,37648933,478,23836045,26,-130706,494,13257204,519,13126498,334,3109298.73,1126,3984827.41,369,176015.09,3679,1071604.41,6629,5354,3372708,792,282677.46,1497,530927.09
24,ACT,2905,18572,18476,1167066985,16304,248428675.59,14783,21541793.13,369,433024.32,14776,21966893.96,15487,259970173.92,790,2823358.21,15891,1023218230,15602,257588141.15,3071,8823652,314,7294149,287,3493014,786,4566790,826,7632322,542,5138478,1661,56545272,10048,6808754,1014,348804,3861,9092875,3852,3814127,18492,1206145936,5093,10139176,1780,1963961,7572,2017408,915,1515773,9722,9542313,12183,25178631,725,385301,260,295646,297,711544,7661,3234734,7626,2763893,14971,38657214,730,16042591,304,4828569,2187,17994574,39,-288415,1428,25156245,758,1885931.02,146,3872782,16,633912,180,2344930,717,13572990,608,4654116.15,906,31500216,908,14854477,811,2267047,695,777267,668,200918.08,2652,48379946,2405,28727399,1892,5976444,2687,27421783,666,4129238,2026,-17874918,2695,-13745680,194,1187404,92,941574,203,3835532,984,2232214,31,588176,1075,75912816,1106,76503863,1079,50995744,36,-138622,1120,23883445,1155,23744823,712,4707407.26,1223,3693337.5,791,337787.48,8612,2490188.28,12012,9741,5322629,1401,449317.44,2335,727344.4
25,ACT,2906,11327,11267,719293660,10001,153579518.8,9101,13215398.6,209,235817.92,9102,13450078.6,9528,160957422.81,464,1699373.3,9799,646125419,9636,163659777.27,1902,5641026,216,4970161,138,2111720,424,2342569,461,4473363,333,2751776,961,32666635,5956,3311484,533,255358,2193,5100018,2185,2121415,11275,742943328,3133,6545591,1037,1186917,4644,1244639,572,876321,6004,5934047,7466,15787515,497,282755,122,182342,158,387623,4828,1751064,4683,1598679,9116,23462193,459,9853997,203,3014072,1290,9624470,19,-213806,788,13574238,391,1077365.37,86,1669210,8,227121,105,958541,418,4409429,374,1214456.12,502,10409598,517,9394096,440,1427246,342,457429,338,112264.38,1622,28964210,1514,18904717,1189,4087421,1655,16800176,337,2025683,1328,-12853787,1668,-10828104,101,428930,59,246779,98,1821800,637,1584259,19,165310,587,53707814,605,53873124,596,39878465,22,5387,619,12961020,638,12966407,399,2612064.88,666,1986675.37,462,202633.16,5120,1496359.07,7528,5991,3283553,908,270518.7,1507,489387.32
26,ACT,2911,3012,2982,215087067,2654,49393960.95,2363,3829012.79,85,85482.11,2366,3914494.9,2569,52249558.37,281,1094678.49,2633,200155462,2593,53452692.78,546,2051234,25,381409,35,379285,58,295467,54,472099,30,187293,152,6104789,1733,1255999,159,75029,506,2523626,505,1043035,2992,222592521,980,1913753,367,394940,1098,327490,242,563806,1773,2093920,2092,5293909,166,129083,52,101910,52,73152,1126,456677,1273,448305,2431,7202203,109,2308755,63,889740,332,2328149,3,57823,235,5376493,109,507260.6,27,821629,2,6752,29,236578,144,1997543,126,517109.72,178,4289093,174,3501678,123,337063,105,49546,95,6928.84,737,14146132,712,9441498,546,2325017,770,8881274,114,678421,657,-7180078,772,-6501657,24,230201,15,92127,18,386760,189,298798,9,123724,156,8700456,164,8799005,153,5055481,7,43539,164,3558624,171,3602163,104,827334.91,103,437277.79,106,42193.23,1167,321994.35,2043,1771,1007041,194,44310.85,654,214132.27
27,ACT,2912,3947,3907,237907044,3316,50998135.81,2808,4040086.99,87,112631.35,2808,4149470.88,3153,53738725.6,226,872177.32,3456,218913234,3373,55279541.1,672,2353460,48,1016321,51,1183152,219,1226331,93,1031236,43,379133,145,4919013,2305,1236210,154,89324,579,2125261,578,875498,3913,245923238,1039,1987825,391,391213,1559,421706,258,618466,2083,2040570,2619,5459780,181,162921,51,73835,64,110342,1242,569958,1450,469788,2991,7781054,107,2479505,78,1214792,362,2634946,5,-72420,240,5230622,90,408724.41,32,526441,2,1666,39,440558,158,2303168,137,590597.76,207,5034718,198,5101230,119,935543,97,134413,94,86155.22,794,16952277,741,9895918,572,2621386,810,9332622,187,1270643,626,-6168292,813,-4897649,46,366368,26,172017,22,495937,206,429570,11,1506326,249,16285052,259,17791378,243,13002211,11,77263,258,4303764,269,4381027,163,826446.01,91,270315.94,150,55572.06,1838,564752.9,2206,1800,1001908,259,71982.65,493,171370.61
28,ACT,2913,22836,22657,1508356257,19706,336955765.84,17514,27224399.5,450,523066.97,17508,27722999.32,18778,353752528.03,1520,5746618.54,19635,1339449566,19214,348373413.29,3583,11637436,353,7999066,288,5010292,881,4858410,737,6822959,432,5524242,1493,52778467,12929,9772716,1209,702903,4382,15176610,4359,6324441,22679,1560160435,6357,12685814,2240,2019496,8355,2239570,1470,3050404,12190,12416351,14957,32411635,950,753801,372,664038,433,1179977,8460,3879224,8667,3110052,17983,50071536,790,17681971,524,8165877,2469,20367067,43,308302,1912,48671517,957,4442283.74,201,5756599,14,291925,243,2592370,1065,15442711,922,4372603.69,1352,38493232,1224,28173007,1037,4788370,878,1646574,862,658667.79,4080,84630988,3731,48354862,2972,12324367,4163,49624056,970,6597153,3212,-32269450,4186,-25672297,247,1642670,136,892436,221,5242999,1246,2766278,81,2336224,1343,145217428,1421,147553695,1378,116313715,85,362146,1412,27608536,1494,27970682,915,6693042.56,1021,3753884.15,872,370284.17,9664,2817709.06,14719,12032,6763738,1589,471884.13,3410,1148326.75
29,ACT,2914,16503,16404,1114145443,14381,249197002.01,12691,19754731.19,345,357654.55,12692,20105777.26,13847,264655174.07,1089,4095777.79,14821,1055789278,14541,275606926.06,3010,10641503,194,4006517,203,2208592,575,3299328,337,3295510,201,1738276,545,18128312,9134,4419897,671,263944,2436,6437740,2424,2704924,16403,1150588344,5139,10291284,1798,1513629,6661,1869472,1216,2202650,9487,9736447,11496,25613482,728,544040,203,270634,219,500692,6000,2454895,6308,2410673,13109,35615443,585,13673446,441,6018116,1596,10682586,24,63608,1051,20653639,492,1229119.97,152,4943627,8,13981,168,1075419,626,6535620,562,1693515.91,792,13897136,829,17446235,622,2607039,516,739805,474,190188.47,3330,62239647,3188,40061907,2460,9866968,3422,37412063,643,3321102,2790,-28422393,3433,-25101291,134,619105,103,323505,82,1534863,964,2276436,37,366302,987,60676390,1022,61042692,997,38620749,42,67492,1034,21803938,1073,21871430,660,4661969.49,331,1004166.18,567,221113.16,6735,1971061.42,10613,8844,4682190,1142,295847.73,2690,853943.97
30,ACT,ACT other,249,247,14793407,211,3154123.4,179,260210.48,4,3733.58,179,263944.06,197,3301920.03,9,28369.42,217,12613074,210,3290797,45,153180,7,136547,3,43677,22,137176,18,176608,6,178382,13,472861,128,204157,4,5322,29,172464,29,73907,248,15483087,73,150462,24,26436,124,41418,6,8851,158,129261,176,356428,3,1073,6,147896,4,2233,100,66725,154,42471,207,687472,4,76672,11,153078,23,262659,1,-11502,21,606075,8,55316.99,3,45885,0,0,3,31500,10,47597,6,10527.54,12,86576,12,252224,14,33893,11,17613,11,3237.71,36,836252,31,401222,16,80472,35,433998,15,92500,21,-171940,36,-79440,3,3105,1,4500,3,65866,3,4780,0,0,22,1078605,22,1078605,21,673882,1,-4981,21,363206,22,358225,13,65792.75,8,42653,8,2604.02,124,36799.42,122,106,61703,21,3927.08,29,11711.65
31,NSW,1225,54,54,8934191,45,3165101.59,39,167269.92,2,49.1,39,167319.02,44,3253650.53,3,31817.37,35,3599133,33,1153420,6,38624,1,24721,1,41930,0,0,2,38083,0,0,1,29557,35,157517,9,175486,26,935881,26,323528,54,9299142,11,37523,8,11187,10,2192,2,3118,22,18597,27,72617,0,0,4,406,2,9809,14,79042,27,178170,35,364951,2,34360,3,16448,7,92247,1,73982,18,808050,11,90321.91,0,0,0,0,0,0,9,2421087,8,1050661.3,11,4823661,5,290113,8,158095,8,157945,8,17182.25,14,372292,11,176184,9,38968,14,169459,8,42037,6,-54356,14,-12319,2,32245,2,206,0,0,13,24907,0,0,2,221066,2,221066,3,106420,1,-35560,2,150206,3,114646,2,42180.04,1,2955,3,1320.79,12,2607.99,36,31,24768,5,350.47,16,11378.24
32,NSW,1230,72,70,5308341,60,1402287.38,50,101041.27,0,0,50,101041.27,54,1466487.91,1,802.13,40,3084837,36,938677,12,358926,1,2819,1,15829,2,19797,3,58776,1,65940,0,0,40,103299,11,11725,24,379014,24,153561,70,5768241,6,20905,4,54023,7,1321,2,2419,28,36780,30,115448,3,246,2,70474,2,8071,27,42715,36,49943,55,459875,1,13189,1,5401,9,149082,0,0,21,972421,9,86424.84,0,0,0,0,5,83790,11,156835,10,40712.21,14,404030,4,51872,15,51975,11,12144,11,826.74,19,510383,12,195000,8,31002,18,211677,11,180910,8,-108206,19,72704,0,0,2,1690,4,139000,10,32587,0,0,5,1564085,5,1564085,4,1435049,0,0,6,69557,6,69557,1,33834.09,1,9890,4,2305.72,26,8041.36,54,47,39704,1,241.38,14,7868.24
33,NSW,1235,337,336,13019485,226,2779146.79,80,160680.85,4,6118.18,80,166799.03,192,2864291.49,2,9697.94,303,9179901,279,1917365.63,24,105006,2,187439,3,135381,6,40676,6,62744,1,45239,0,0,113,156012,4,5399,19,268347,19,113522,335,13813961,10,21798,7,30443,134,51529,2,318,159,94169,171,198257,4,5495,4,509,3,19785,26,42330,118,28717,191,366111,6,176980,4,70831,14,127317,0,0,8,130544,2,3816.03,0,0,0,0,2,11992,4,2638129,3,1093591.32,5,5276907,6,41993,1,466,1,466,1,46.45,24,1294914,23,551193,18,185086,24,588355,10,145249,14,-174969,24,-29720,2,13320,0,0,3,57952,6,13066,0,0,23,1225285,23,1225285,22,624481,0,0,25,589038,25,589038,10,151664.32,1,6570.17,9,3559.54,174,65028.62,65,55,31455,12,1551.19,17,6538.56
34,NSW,1240,68,65,4771650,52,1368038.93,38,82541.5,1,1317.37,38,83329.47,49,1411662.29,1,11382.53,38,3129469,35,973373,10,80082,2,15006,1,136883,1,2916,1,20943,0,0,0,0,33,103619,7,1947,18,435462,18,182830,65,4994536,6,13532,9,83126,15,5240,1,3675,26,41213,33,146786,2,598,2,10719,0,0,11,19020,27,16318,46,193441,0,0,0,0,9,143613,1,-13222,6,39601,1,206.63,0,0,0,0,1,12973,3,12241,3,2427.11,4,49126,14,482301,3,94032,1,1519,2,4448.71,35,2040807,25,560901,18,91279,36,826785,21,782719,15,-220877,36,561842,1,3,0,0,0,0,0,0,0,0,4,796653,4,796653,4,629603,0,0,4,167050,4,167050,2,34371.73,0,0,2,1117.8,20,6647.69,37,33,22593,1,52.1,16,8140.5
35,NSW,1335,83,82,6542194,70,1715992.27,59,118836.86,3,4502.15,59,123339.01,65,1822576.18,6,28513.46,51,4072289,46,1200667,12,108637,4,48252,1,13832,2,10439,3,45319,0,0,3,120445,52,164409,13,13196,36,437740,36,180512,83,7194741,13,39191,8,17436,13,6339,2,369,42,52819,47,116154,0,0,6,2332,2,3929,27,62092,42,52620,71,472440,3,91591,2,12253,10,139979,1,492,14,1248685,7,100007.48,0,0,0,0,1,79552,9,221795,8,22315.82,10,485857,7,103101,5,33423,5,250,2,43.64,20,1396127,15,315589,7,17765,20,927971,11,336673,9,-201871,20,134802,2,991,2,1845,5,155900,5,79413,0,0,14,4427574,14,4427574,15,4213279,1,-222815,14,383125,15,160310,10,105717.25,3,10440.42,11,5339.38,31,8324.19,63,54,37152,8,2549.58,26,10673.91
36,NSW,1355,152,148,12277002,122,3648723.72,91,228933.63,4,6431.72,91,235297.22,113,3824019.12,5,18392.3,86,6328352,82,1843477,18,262553,0,0,3,32517,3,15791,2,28836,3,97522,3,90515,82,158191,15,13008,38,1784830,38,755298,150,12829831,22,33576,16,39915,32,11991,5,11979,61,149063,72,246524,2,274,2,2419,5,5803,32,19727,68,34447,107,519608,2,53810,4,170185,13,224066,0,0,29,481942,16,67627.34,4,37681,0,0,3,29445,9,228771,8,84799.51,12,813951,22,1352135,18,159277,15,18548,14,10748.05,45,1347990,26,350119,18,63685,45,560423,31,480796,14,-107033,45,373763,7,588,1,4087,8,189850,8,20564,1,371350,28,4633790,29,5005140,28,3233021,1,-66556,29,1804181,30,1737625,20,487983.15,6,19372.88,20,13224.72,57,17861.24,90,79,60463,9,2974.19,35,20852.22
37,NSW,1360,93,89,11082602,80,3456764.1,69,214976.88,1,1033.19,69,216010.07,75,3679834.3,2,6490.99,45,4263663,44,1339422,5,93498,0,0,3,32949,0,0,2,19518,0,0,1,22799,70,520247,12,10859,34,602135,34,241063,89,12572779,6,17929,6,13979,7,1369,1,1316,24,43718,28,78311,1,1345,3,381,0,0,26,1099317,37,45294,62,1489299,1,6359,2,9437,12,298429,8,759341,29,2694486,11,188168.09,1,9544,0,0,3,108175,16,1454403,15,458923.48,19,6523173,16,430999,8,356727,9,32682,6,1691.09,23,3316591,18,678680,10,92519,23,1659178,18,938927,5,-52713,23,886214,3,20809,1,66,8,239800,7,24851,0,0,19,3382429,19,3382429,20,2461991,1,-59826,19,984217,20,924391,12,372516.01,0,0,11,4811.85,32,9574.05,76,68,61515,2,375.16,34,29372.42
38,NSW,1455,54,54,3062419,42,680201.89,35,57828.2,2,1926.36,35,59754.56,36,737225.1,0,0,42,2484001,38,620765,10,97767,0,0,0,0,0,0,4,41199,0,0,0,0,21,8495,1,28,8,7710,8,3180,54,3166150,15,33624,1,150,22,8561,4,17923,32,27915,37,88173,1,1204,0,0,0,0,15,5415,26,8912,44,103731,1,22608,2,26136,6,23873,0,0,5,221199,2,22411,1,98452,0,0,0,0,2,63874,2,16832.97,2,127748,3,48603,0,0,0,0,0,0,14,476177,13,229251,7,31272,14,195180,7,57003,7,-36529,14,20474,0,0,0,0,0,0,1,27,0,0,1,364363,1,364363,1,244592,0,0,1,119771,1,119771,1,33625.2,0,0,1,1000,17,3545.25,21,15,9754,3,1081.48,7,1601.89
39,NSW,1460,68,68,4916634,64,1243783.45,48,81935.13,1,978.71,48,82913.84,60,1323448.53,3,17103.6,61,3809136,61,970829,18,43157,0,0,1,7700,5,32985,3,44187,0,0,0,0,24,49522,3,134,10,692188,10,296651,68,5159099,28,101778,10,10329,44,20626,3,1423,53,56654,55,190810,0,0,0,0,0,0,25,7494,30,22161,58,242465,1,31180,1,30983,7,71572,0,0,3,58680,2,19746.71,2,4070,0,0,0,0,2,45177,2,3001.78,2,46061,3,89728,0,0,0,0,0,0,8,276296,6,152974,6,28453,8,180713,2,22636,6,-108480,8,-85844,1,106,0,0,1,22000,0,0,0,0,3,207419,3,207419,3,86135,0,0,3,121284,3,121284,2,8494,0,0,1,42.6,42,12632.49,21,17,11335,3,912.24,8,2300.5
40,NSW,1481,53,51,4067485,41,1186564.41,28,73803.7,2,4571.5,28,78375.2,32,1277853.32,2,9279.3,31,1519322,26,339889,7,19734,0,0,0,0,1,16317,6,72969,0,0,0,0,36,57300,4,1503,19,556215,19,238123,52,4369652,9,36826,5,2358,18,4854,2,1876,20,27622,24,73536,1,67,3,765,2,128203,13,4095,22,10087,39,255428,2,47098,0,0,2,1190,0,0,11,356298,2,205.66,0,0,0,0,1,4530,8,344025,7,70276.75,10,823204,8,266741,3,28803,2,1343,1,534.85,18,680563,14,414121,8,43412,17,346411,9,85905,9,-209286,18,-123381,1,1,1,4380,1,15010,4,23665,0,0,7,20365922,7,20365922,7,18999582,0,0,8,1361810,8,1361810,1,624388.22,0,0,1,1000,22,7209.5,32,29,18571,3,101.52,8,3558.42
41,NSW,1485,78,76,4463618,62,975523.95,48,77122.78,0,0,48,77122.78,56,1013347.14,0,0,51,3544743,50,923373,15,53052,0,0,1,1226,6,24541,6,59085,1,19000,0,0,36,67611,3,451,25,154106,24,60306,78,4672836,15,45510,7,13671,30,16006,4,11517,41,63176,45,149880,1,2393,1,78,1,2344,25,26150,43,15743,59,206930,3,89186,1,17666,7,86856,0,0,6,136907,1,60.68,0,0,0,0,1,4774,3,44416,1,9892.82,3,87949,5,64302,4,90794,1,56,2,6709.96,22,569548,15,267085,10,32620,22,257179,13,128593,9,-115929,22,12664,3,1255,0,0,0,0,5,10342,0,0,19,933184,19,933184,18,600959,0,0,19,328076,19,328076,12,33937.55,1,2850,9,1673.42,33,11198.31,39,36,22370,4,1581.37,12,5050.07
42,NSW,1495,90,90,7328881,73,2013268.03,62,138734,3,4223.08,62,142957.08,66,2162536.79,1,4686.72,61,4495602,54,1161669,14,188644,0,0,0,0,2,18650,1,878,0,0,0,0,57,134938,10,12678,39,613658,39,245302,90,7689982,17,57654,9,48057,27,7284,1,2376,44,52161,48,167532,2,72,7,15595,3,68755,29,8973,39,16453,63,361101,0,0,3,139424,10,101541,1,36857,23,367235,9,9596.12,0,0,0,0,3,52512,9,162436,6,48087.95,10,355402,7,253028,7,14376,7,14376,6,1238.13,18,802700,16,354598,5,45683,17,412960,9,67485,9,-78026,18,-10541,4,10616,0,0,3,57726,8,25995,0,0,7,2538760,7,2538760,8,1161946,0,0,8,1336479,8,1336479,4,561069.36,0,0,11,5079.87,28,8164.75,63,56,43960,2,271.21,19,10601.35
43,NSW,1499,68,66,3733077,53,836423.75,43,66910.22,0,0,43,66910.22,48,893165.28,0,0,40,2396905,37,575018,6,22544,1,3836,1,3723,1,8053,3,16605,1,1356,0,0,41,147663,14,5074,26,137704,26,59008,67,3895056,12,12823,7,6907,22,5512,4,8445,30,26870,36,60557,3,809,4,37597,3,8534,27,23935,42,12085,52,160700,0,0,0,0,8,64692,0,0,15,478524,6,13416.83,1,6257,0,0,1,90,13,215845,10,67229.26,17,457728,8,93821,7,170518,6,2530,6,203.49,24,661944,20,183779,9,32522,24,290523,19,187511,5,-32391,24,155120,1,91,0,0,0,0,6,17183,0,0,6,168649,6,168649,5,107543,0,0,6,61106,6,61106,2,7306.52,1,203,3,2159.22,26,7309.09,43,36,24391,4,1643.27,10,3484.81
44,NSW,1585,72,71,4906439,58,1173452.34,48,81382.18,0,0,48,81382.18,56,1226082.16,1,2248.4,43,3337161,42,910094.7,6,36699,0,0,0,0,3,15200,1,20273,1,10830,1,32072,44,118398,10,9894,28,196635,28,84264,70,5114396,8,36488,5,3295,13,3089,1,16345,25,53630,30,112847,1,158,0,0,3,1727,11,16510,27,28520,42,207949,1,17667,4,79447,8,101140,1,23725,22,737410,8,5423.75,0,0,0,0,1,61071,11,366467,9,96243.05,12,431936,3,59518,8,9402,7,2649,5,216.53,19,441518,16,222837,5,23061,19,257246,8,85177,11,-146803,19,-61626,0,0,1,140,1,34000,4,14187,1,3516,6,1146602,7,1150118,7,1022273,1,-1596,7,78451,8,76855,3,17830.65,2,4831,10,5899.82,28,7985.96,50,39,30503,7,3039.02,13,7020.04
45,NSW,1590,50,48,4975788,40,1545566.8,30,87878.06,0,0,30,87878.06,38,1623480.59,3,11646.34,30,3147464,29,1048489,7,48026,0,0,0,0,0,0,3,36268,0,0,1,236673,32,81348,5,1111,15,99358,15,39328,48,5123168,10,45752,6,8091,10,3084,2,2080,21,21389,24,80396,2,2225,4,5710,4,9640,10,9432,25,14358,37,147380,0,0,3,47623,6,90509,0,0,7,162593,5,52132.06,0,0,0,0,3,41929,3,200924,3,73162.89,5,310999,3,48542,5,2151,5,2151,4,274.89,16,516358,11,213976,13,55689,16,271361,9,91032,7,-115700,16,-24668,1,1177,1,44,1,14000,3,11619,0,0,10,2347703,10,2347703,10,1672340,0,0,10,672305,10,672305,6,223960.18,1,23667,5,4354.3,14,3883.99,32,26,20566,2,608.04,14,11113.05
