,"Taxation statistics 2014–15 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2014–15 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
26,ACT,ACT other,991,983,58694593,838,12786075,622,959350,25,23259,793,13220104,35,145677,791,51409881,242,557091,14,331700,8,111655,50,361934,35,350065,34,352684,86,3332550,612,708004,84,54709,210,1034722,210,438002,986,61437167,212,478367,68,97667,385,120025,80,112541,534,615800,49,37094,35,54987,32,96911,378,172749,501,233357,832,2731010,78,1024328,77,802938,2,-38882,95,1431459,52,185201,2,6310,1,69616,9,101482,51,185971,43,31152,73,599464,89,2090386,70,490578,58,53952,52,69450,272,6216878,213,3405568,166,602859,273,3395595,103,760474,173,-1947618,276,-1187144,54,195472,3,176,22,492805,52,216431,4,278406,45,2984540,49,3262946,49,2196336,4,-108208,48,1062832,52,954624,26,228907,71,234285,10,7086,455,138981,518,783,13318490
27,,,105002,101123,3154535491,53028,676875276,32972,44139936,1187,1613634,48902,686926831,2315,9698996,63320,2679944105,9338,73558325,1519,28294431,2277,59478949,5064,31704091,1916,18920198,597,5848132,903,27956587,32716,33807561,8526,3781963,23811,52161525,23765,22160336,101889,3303979590,9922,22860435,6995,10359418,20766,5565669,4505,9697502,23394,51232539,2379,1545496,1428,2040325,1121,3793549,14402,8129645,14767,4736070,43839,133215344,3600,62641620,4976,33070002,125,166889,3559,33402289,1477,3629274,714,15497690,67,2372090,411,4169671,2924,51592286,2319,14419682,3808,92706166,3810,109842270,3166,42087616,2187,9084198,2577,9256027,18732,415807389,14635,185462612,7458,27970157,18764,217101511,9039,72705808,9811,-87418856,18872,-14713048,1577,9734187,573,2161751,393,6819646,2223,5628281,503,17910447,2412,235041312,2895,252322620,2534,202307657,524,3748943,2656,50267420,3149,54016363,1736,13628844,795,2299495,498,542433,29461,9940367,24950,62030,715717426
28,NSW,2000,36185,35777,1726846366,19471,451625706,11888,24967897,364,634506,17264,475702585,488,2403303,31293,1211344572,2634,19742260,206,3413014,315,9500571,373,2295483,149,1702404,80,1941909,89,4666192,13510,30352478,1048,4884930,2760,72342546,2751,30997800,35883,1814620616,1543,5685266,2450,3973457,5909,1944897,912,3102847,12718,11526987,325,224934,590,3135274,301,4260839,4007,18272691,8562,8784253,18058,74946260,765,23339054,1502,13424584,33,-396560,1887,134135276,773,22453717,598,8647515,20,1196196,156,2838459,994,96176954,875,40026453,1338,216248473,1301,136365905,983,13856035,856,9158366,776,3510567,3576,134622020,2713,59291528,1890,10648060,3591,62662761,1838,29341144,1772,-27324695,3614,2016449,1063,3452576,194,3652310,350,9335644,626,4607456,140,4430947,1796,402186483,1928,406617430,1331,295735756,156,351849,1846,107823913,1987,108175762,963,37454411,116,676203,129,209389,13009,4552826,7707,30589,330202175
29,NSW,2006,83,83,6715139,68,1762598,60,120986,2,2280,67,1885487,5,32490,74,6122252,14,75580,0,0,1,5500,4,28410,2,33889,1,1678,1,43259,57,86806,1,310,15,35271,15,15109,83,7030907,20,60980,17,49933,20,8227,4,2725,46,67187,0,0,1,2770,1,13337,29,30537,41,25242,59,315768,7,267481,14,81112,0,0,7,400204,4,48480,2,9613,0,0,0,0,4,4512,4,529,5,17009,4,13976,3,1234,3,1234,1,18,20,588474,19,286409,7,37232,19,242953,8,85587,13,-63707,21,21880,10,2382,1,4,1,35000,6,19830,0,0,4,279932,4,279932,4,195884,0,0,4,81648,4,81648,3,3993,2,4577,1,1031,28,9525,50,72,1874782
30,NSW,2007,4769,4731,221990941,3335,45507237,2460,3513892,56,65060,3071,48057577,176,782027,4153,196795923,504,2012002,47,804088,62,1028457,217,1428801,41,456009,12,133104,18,428812,2810,3822985,173,123165,525,3488326,522,1494242,4733,230384514,460,1345738,559,774401,1440,443052,304,917133,2172,2550023,65,36107,99,308319,49,246689,977,496012,1613,460077,3100,8298088,145,2736883,314,2050648,1,508,234,4243886,102,346331,61,1111203,0,0,44,397707,148,3007541,128,980570,189,6212351,186,4736052,138,869660,116,337177,116,175249,546,16068814,447,8399413,255,1175029,544,7174918,253,2754432,295,-3434978,548,-680546,151,223026,25,46313,23,455895,123,261681,20,385833,364,220452043,384,220837876,334,213592527,20,167973,373,6869445,393,7037418,205,1501057,18,39124,19,20984,2166,705271,1759,4013,47915592
31,NSW,2008,5607,5586,610133129,4307,202913111,3582,11307373,102,139035,4061,219196992,422,1877644,5008,267517783,711,3427086,62,750558,79,882845,406,2375459,40,430480,29,355209,22,749523,3506,6566109,250,153300,662,155939274,661,66831196,5590,632576912,639,1743410,876,1127891,1646,536471,432,1297490,2879,3663376,91,33763,131,326696,49,138803,1503,11392635,1939,711175,3873,21960972,237,4394075,399,2942043,6,-109864,313,8267553,137,1151234,94,1986109,0,0,80,636498,178,96610816,160,46659251,235,195360394,202,7207769,198,1596246,175,1067966,158,362000,606,21655649,511,8592647,309,1245476,606,10704985,240,4787307,370,-3674766,612,1112541,214,148406,30,118616,24,552428,141,433867,24,429844,524,28794545,548,29224389,481,15475338,27,47157,554,13254379,580,13301536,347,3334467,41,94380,25,33688,2664,837222,2493,4886,68574753
32,NSW,2009,9726,9630,806658299,7770,224497726,6366,14257916,225,307736,7358,238617083,397,1877511,8167,604913191,1110,9826712,136,2680613,183,5308471,273,1573202,133,1384476,79,1961413,70,2591568,6149,16568026,821,1216072,2033,32731313,2024,14022125,9660,841328040,1468,5345363,1364,2188605,2516,822748,576,1662284,5103,6798551,201,141291,357,1186070,249,1170676,2736,4394770,3966,2243855,7152,33391720,572,11511473,1034,10941745,19,-114927,1092,45739489,512,4458034,106,3083341,13,238080,98,1719122,623,44408338,553,19282100,869,102388191,795,41216194,748,7767664,651,3569025,546,772056,1697,55428579,1400,28564485,961,4604390,1706,26394284,732,9238845,981,-13373425,1714,-4134580,529,955985,102,3059230,137,3690721,480,3718347,30,534027,706,174294650,736,174828677,666,148513009,37,-50766,735,24800377,771,24749611,460,7836503,105,454295,107,118447,3791,1173907,5561,7977,177169156
33,NSW,2010,20287,20179,1619682473,17059,430271374,14495,29077912,593,781789,16239,458573437,1427,6731365,17554,1293385631,2503,16541952,327,5173012,432,8171038,966,5721767,232,2709179,104,1804944,113,3633580,12655,22104912,1250,1593073,3411,38532213,3404,16507348,20203,1688443442,2868,9638234,3741,5886363,5768,2009979,1426,4559679,11503,17415219,413,203518,508,2347475,385,2232332,6291,7193802,8718,5309573,15615,67316973,1250,21830975,1955,17240098,28,-895012,1837,78774297,901,7934465,297,7333668,22,443708,290,3113456,1009,62565025,905,26891982,1390,122975188,1305,51671867,1241,16439500,1080,10951841,1001,1493883,2848,86272767,2406,44792331,1340,5554650,2850,38446751,1280,15792521,1593,-18313486,2876,-2520965,1199,2481338,214,1759783,273,7379091,967,3029332,76,3272530,2125,195994492,2196,199267022,2039,114710116,101,-144466,2207,82197159,2294,82052693,1479,25490639,138,485155,153,220467,8513,2618080,11236,17258,376000557
34,NSW,2011,14945,14858,1284841167,12357,356428603,10731,23278269,459,569593,11747,377921005,996,4820372,12444,933105321,1999,13596232,214,3359324,295,8184373,587,3516318,301,3591173,113,2394172,173,7171571,9403,26536414,1198,2865602,3073,67467560,3062,28885517,14891,1348691553,2090,7537346,2634,5208292,4137,1452910,999,3100062,8037,12755439,321,136849,462,2628771,377,3297571,4804,8820766,6757,5072549,11485,60481615,884,20237026,1446,92973026,30,-375930,1698,83144311,864,11337936,199,4722245,21,1866990,227,6990137,977,34680626,879,13115090,1320,99560016,1141,62407102,1183,15261432,1014,8952756,900,2525444,2207,70406915,1689,32887854,950,3875478,2210,33177425,1040,16124689,1186,-15658531,2232,466158,951,2160663,171,739380,286,7694454,668,2682655,68,3448107,1524,176797094,1584,180245201,1511,112488789,89,-2827482,1586,63750569,1664,60923087,1061,20660012,205,889647,213,614629,5931,1781107,8681,12183,275632316
35,NSW,2015,7254,7213,528163260,6416,125195936,5838,9826944,165,207421,6206,133497694,613,2520408,6471,473897119,1167,5770138,118,1855092,136,2205040,330,1868701,96,1130788,44,566801,34,1077314,4612,5474743,479,441072,1395,9205360,1384,3942427,7235,551043200,1724,5275326,1446,2056798,2563,874703,589,1544145,4750,6823509,167,74680,212,343817,123,439743,2797,1469464,3429,1217651,6043,22326112,484,8800839,766,6030321,9,-98996,580,12447997,302,1730300,107,3127987,5,62469,118,1418189,344,6061022,318,2087219,457,15002851,438,11013964,359,2542822,323,1334741,292,416230,1153,27328247,1031,15678583,596,2188226,1153,12428330,424,3682364,737,-6649256,1161,-2966892,400,600690,66,487468,64,1059756,372,1136309,22,346921,740,48566605,762,48913526,733,31796796,28,123504,783,15937259,811,16060763,486,3605563,50,139171,77,76999,3107,904569,4800,6340,129921084
36,NSW,2016,8281,8248,568165641,7047,134844588,6263,10429383,194,235048,6686,143606055,696,3080148,7227,478033873,1147,6095990,111,1728848,148,2531024,605,3661608,158,1740161,50,788859,33,1310540,5237,7652124,464,349420,1421,8946299,1418,3832518,8259,594203425,1442,4154197,1481,2474058,2697,910936,639,1701172,4850,7127231,191,122306,195,601057,119,516086,2760,2005515,3751,1505804,6468,24567109,467,8519624,790,6544763,11,91987,653,18189220,350,1954005,133,3021622,6,165479,134,1524612,351,14826334,318,5789456,444,32684161,454,17995517,424,3555544,383,2109166,354,667889,1150,30391506,972,15996126,551,2080406,1158,13867130,516,5398352,647,-6950508,1163,-1552156,447,1572538,72,245851,91,2356665,358,1075552,31,704774,993,76479168,1020,77183942,953,45986827,35,143000,1017,29974106,1048,30117106,685,8452077,55,186628,59,43538,3758,1137775,4694,7098,130097755
37,NSW,2017,12727,12671,800139951,10759,177307119,9161,13953280,315,351042,10244,188833249,874,3807002,11306,737784299,2128,10015781,170,1646327,248,1938890,635,3910016,173,2082171,41,499057,38,1018243,8038,10943358,519,300909,1598,7094860,1594,3039536,12683,838418996,2982,9498866,2522,3631824,4699,1845425,1138,3054472,7851,11561105,251,126559,314,338778,140,462822,3941,1672116,5641,1868234,10024,37368044,724,12614084,898,5646789,7,-36388,727,14109981,316,1091654,177,3705651,12,147886,129,1424957,453,9000777,412,2680372,588,19717595,526,14691515,496,3875656,432,1789907,398,536054,1730,42725974,1563,26307443,970,4773131,1742,20487495,500,4038219,1251,-12880314,1755,-8842095,583,1012878,66,290252,75,1795369,446,1489460,42,562074,1086,126693100,1124,127255174,1008,97817070,46,267784,1120,27957894,1162,28225678,728,6825518,42,113051,89,76734,5826,1709012,6765,11101,193768831
38,NSW,2018,8727,8670,475557121,7209,97482384,6138,8374341,109,144329,6711,103448682,331,1357988,7153,410992960,1587,7432389,133,2446897,163,2450128,525,3047732,277,3099697,40,568708,42,1038513,5165,8501614,469,228212,1585,5766703,1582,2470696,8683,498517491,1909,6052859,1175,1728013,3684,1376141,502,1109299,5084,6462205,167,90752,359,421471,98,199469,2982,1364229,4453,1234166,6841,21844902,451,8157575,655,4674972,3,-50838,691,15036631,261,858566,94,1512840,2,6467,77,554159,297,7498622,257,2411505,383,16854771,418,13279004,284,904152,246,341899,239,127058,1551,39799683,1296,19244471,610,2093683,1563,17319319,724,9069228,847,-7927018,1571,1142210,377,546695,56,307487,61,975352,358,822220,21,158093,901,69747695,920,69905788,882,48557311,27,-101783,913,21023805,938,20922022,595,3791881,60,142066,87,95390,4494,1399617,4547,6954,100561483
39,NSW,2019,6159,6123,379169012,5333,81725698,4755,6928274,77,91026,5053,86454272,191,733803,5333,340890263,1391,5067807,100,1997580,107,2123656,289,1720712,203,2269045,53,850699,38,1061126,3572,4747092,304,121983,1189,4289344,1186,1835433,6138,397870044,1847,6254499,906,1277142,3045,1254729,326,654351,4123,5682560,125,43296,151,142151,69,175707,2523,936987,3563,888136,5196,18475079,375,6465997,654,5089758,6,-101109,470,9631348,197,1149943,41,720233,3,31647,57,547915,204,3108741,175,924515,258,7041978,330,6344812,229,890223,200,233208,180,381504,958,20421014,834,10365570,446,1394711,970,9289687,379,3933508,597,-4562462,976,-628954,263,585618,32,174159,37,465359,312,693433,11,214513,572,43245859,581,43460372,562,28610428,15,-14726,581,14372733,594,14358007,386,2984907,60,170317,95,95334,3039,915665,3752,5216,85410664
40,NSW,2020,8972,8919,496484755,7536,100568817,6339,8592356,111,127774,7119,106994252,374,1459430,7700,452820771,1754,7880171,141,1795112,164,1771333,389,2048584,226,2519380,56,623663,34,1076341,5466,6663477,408,175858,1482,4327493,1481,1853593,8931,520162104,2148,6888220,1331,1675809,4134,1565444,586,1373336,5646,7138577,152,84685,353,219630,81,244724,3254,1303115,4627,1083132,7198,23272709,440,7344169,681,4253820,9,46743,546,11652136,213,562259,82,1890324,2,7210,94,1000340,294,5122051,247,1413121,372,11685214,378,12412969,271,961477,229,477407,208,149071,1553,37057611,1349,19612743,713,2651962,1562,16280065,600,6853307,973,-8340466,1573,-1487159,336,514343,30,252593,57,920116,330,758522,21,411101,735,44694543,756,45105644,731,29775724,28,244375,756,14696792,783,14941167,451,2597907,61,147611,79,93884,4611,1401920,4584,7543,109399192
41,NSW,2021,10689,10613,1263435336,9267,396513147,8429,24011618,296,517955,8868,421991497,800,3789874,8402,816109658,1397,13476463,168,4207763,207,9251588,423,2392664,190,1903641,95,2242798,108,4982902,7483,22767818,1224,3134596,3062,66129374,3055,28311331,10642,1319885874,1995,7241618,1806,3215800,2398,879781,664,2052169,5852,9688558,267,126832,406,2777139,396,3661050,4033,6154708,5270,4510822,8669,53166185,764,15468849,1238,13784191,50,-303269,1933,128996784,966,13398263,132,4559996,22,895079,189,3070813,958,46486308,854,18773399,1304,115730635,1172,62743061,1181,17860475,1054,13731528,899,2699968,1911,67351352,1442,32901496,838,3591671,1917,31032626,962,15764759,970,-15939200,1933,-174441,894,2537277,155,1244956,354,9727978,701,2977758,50,2656414,1261,183291382,1303,185947796,1253,87993288,69,-1708474,1325,96945092,1383,95236618,890,37137265,159,723105,201,274969,3855,1164209,7877,8204,265804491
42,NSW,2022,9039,8981,749516178,7482,208459689,6074,13282983,185,246145,7021,220635226,358,1601369,6833,518656361,1164,8177255,107,1701763,149,3403867,300,1848641,259,2777564,75,931971,92,3354547,5789,19319298,779,1402533,2197,37682470,2190,16139059,8996,783007595,1444,5050697,1411,2213733,2303,900406,451,1098757,4478,7318338,169,85568,323,1045595,236,2055683,2950,3916598,4195,2480059,6775,32473153,421,8499430,846,9552401,17,-438399,1302,49919656,590,4981432,106,3185414,8,1194307,119,4120593,645,21298023,542,8100795,884,63626412,877,38431386,785,8730126,661,3322383,576,1299343,1471,53079867,1018,20049792,611,2316220,1466,21966384,837,15245211,642,-6497740,1482,8747471,620,1236334,113,936063,167,4379822,490,1818708,36,1544475,1119,124848102,1150,126392577,1053,64779821,43,-171401,1145,57777044,1180,57605643,836,21522598,116,346209,177,229843,3593,1117387,5531,6629,154707242
43,NSW,2023,7159,7078,1172786423,6179,411789559,5608,22889732,133,261093,5874,436664855,356,1760985,4836,491529835,874,9880985,82,1463260,103,2955120,202,1100060,124,1354946,75,1906505,49,1874042,5189,31893137,1002,5145871,2510,97064905,2507,41597219,7113,1257333057,1271,5034424,902,2049272,1208,429237,279,891127,3053,5035746,97,51003,355,5615802,282,5512160,2779,19476171,3413,7623391,5604,80734855,441,11745436,760,10897933,40,-784623,2113,205647159,1105,36824507,92,4384882,11,815529,114,2138845,904,172148401,817,77597873,1220,366906953,976,95985590,1037,33186330,964,24870467,804,7107364,1406,80568550,932,29203937,599,3882132,1402,35325068,840,24160834,572,-12003421,1418,12157413,716,2758867,103,527599,411,11599218,510,3206275,33,2979745,928,222253500,955,225233245,909,134674624,45,-74254,967,87945896,999,87871642,709,33913518,88,395893,235,344409,2472,771309,5697,4603,166834686
44,NSW,2024,7381,7342,836593893,6349,260574186,5703,15857429,196,348509,5995,277996701,345,1493940,5703,527764613,1132,7878995,101,1829231,115,4524361,284,1592609,239,2561642,62,1139301,75,3254043,5147,16672275,775,1860765,2121,43172258,2118,18433416,7361,877469797,1579,5923812,1188,2151336,1812,641900,414,1031653,4006,6785934,138,67470,287,1350750,258,2581382,2795,5119801,3794,4957539,5976,38662261,457,9442220,899,9786964,22,242968,1364,90235396,627,11308894,89,2285874,12,661848,140,11961983,589,40168079,513,17207277,795,90652291,754,41362907,764,11524617,671,6715106,552,1956990,1421,45300146,1034,20428581,577,2037707,1426,18832208,727,12537575,705,-8535925,1433,4001650,639,2435052,99,430330,226,5874794,489,2054587,23,1032379,1007,123554449,1028,124586828,980,67332011,36,-445885,1041,46651424,1071,46205539,703,19813767,99,406497,155,198223,2877,876883,5386,5505,170553071
45,NSW,2025,5337,5297,754106595,4576,254355714,4059,14530732,107,195113,4263,266244816,306,1656190,3642,357558179,615,5607811,66,1157011,85,3535073,173,960226,152,1646878,42,1366708,63,4407504,3935,20731313,798,2534966,1971,92479354,1966,39624579,5314,800770076,911,3524883,771,1587466,869,333302,244,797152,2388,4346272,87,54115,269,2005420,228,2610396,2048,12158840,2712,8069678,4242,45697687,288,5880114,588,7771936,27,-125950,1436,89864508,756,11926479,50,2062429,9,813341,111,7541644,669,55589796,578,23817719,939,128010258,756,47053057,798,35690512,723,29500127,629,7059503,1000,45275022,692,18373446,379,2074209,995,18912117,579,12436844,427,-6521594,1006,5915250,535,3170127,107,850725,249,7013619,392,3101455,28,1212730,671,165754350,690,166967080,674,115248579,38,-1168495,700,49685940,726,48517445,477,21174446,81,588116,185,314008,1812,551473,4271,3479,117571307
