,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
26,ACT other,ACT,1125,579,1111,66446987,920,14850394,698,825371,21,30339,871,14968634,53,200245,880,57005762,248,399120,13,312510,20,268203,61,374112,37,369129,25,218818,89,2893993,682,905067,102,88294,254,942564,253,403880,1111,69254312,238,576759,108,154502,377,119669,82,147596,583,740263,47,40395,36,58712,39,77140,403,178669,548,244862,907,2729819,89,1229936,96,854851,8,132123,120,2067473,57,151048,4,19721,3,20907,19,205507,79,1117401,72,318456,98,2387116,93,2286777,80,432062,69,178651,66,85947,304,6708458,240,3584579,175,693076,307,3506677,115,981753,192,-2057627,307,-1075874,67,123390,9,69962,14,275545,50,113397,6,134312,68,3927018,75,4068407,82,2425139,6,6657,76,1530829,83,1536877,38,469774,64,188542,17,15967,476,151129,39,15364,30,208105
27,,,73354,14510,68434,1768968139,34275,349871868,17802,15372652,937,1341362,31007,346247312,877,3603518,51621,1535548458,6410,48715421,734,7796302,1136,19173527,5760,40499903,1136,12598667,301,1891369,392,10249567,19978,17937000,671,510298,1817,3944159,1797,1682293,69243,1851717143,4177,8108590,3620,4990822,14294,3446660,2009,2993940,12625,35794799,2353,1385749,442,3444066,114,211149,6301,2323035,9726,3359996,30076,70011369,2010,33545976,2387,9175640,22,115362,1192,21931825,267,609318,340,8759249,7,599582,81,1518268,1233,31987267,907,9255903,1493,53487868,1832,60783710,1333,22414522,754,4252879,1054,5501546,13214,303259421,9983,123967586,4869,18841765,13218,155562408,7085,56482158,6177,-51586772,13262,4895386,886,5987427,266,2801052,141,1574869,608,2343336,336,21311640,2999,265299181,801,33274604,627,19259621,408,-6850449,3188,78174484,862,15839612,457,4310565,264,665830,58,49172,17972,6160236,421,178207,1523,5949370
28,2000,NSW,35372,7410,34986,1620297356,18937,414236099,12019,17626319,403,745310,16770,422454049,481,2208931,30942,1157765426,2705,18680331,204,3232562,292,10855177,364,2307947,133,1499689,89,2604408,82,3381405,11835,32075103,984,4194701,2663,81131179,2653,34760860,35068,1694761781,1514,5435789,2309,4082130,5577,1746443,972,3009147,12126,10679489,282,162639,489,3751618,293,4446446,3821,10596049,8260,11414370,17539,68072664,794,22476116,1516,10934053,34,-2209154,1757,121822152,727,20091799,587,8302926,19,1340736,132,2160846,826,37529291,710,13379718,1201,91820555,1369,137187136,888,12171870,783,7025875,716,2556680,3247,122836189,2457,54589334,1612,8963520,3261,55553686,1712,26895534,1567,-23165885,3279,3729649,1176,4323647,196,2103853,321,7398363,632,5279856,102,4276310,1405,330372914,1794,380082075,1248,279375480,118,73643,1446,96345670,1849,99890547,911,34266854,125,640192,228,273713,12777,4459424,458,185786,307,1428186
29,2006,NSW,102,58,101,7205010,81,1813643,68,99097,1,1328,72,1867216,6,22917,82,6159868,12,70580,2,21660,4,22201,6,39715,3,28163,1,1546,1,42095,65,157470,2,530,16,55927,16,23903,101,7493833,24,68803,11,37075,29,9497,3,9473,51,86215,1,201,1,266,2,6483,31,28418,50,30908,75,288823,7,223884,8,50558,0,0,12,375242,6,60117,2,62044,0,0,1,2519,8,12682,8,2836,9,29765,3,111097,4,1011,4,1011,3,154,26,484891,23,223886,7,9515,25,187686,12,97260,13,-33456,25,63804,7,1357,0,0,0,0,5,11484,0,0,11,427064,11,427064,11,222882,0,0,11,204182,11,204182,9,24792,2,4441,3,696,36,12241,4,1095,6,2970
30,2007,NSW,4729,1821,4699,221510928,3355,45137376,2550,2664828,69,68467,3126,46558582,208,879271,4185,198028578,507,2474007,52,770420,54,697210,213,1311884,42,443678,17,206859,18,648836,2659,4058268,175,124969,516,4999311,512,2141828,4705,230117537,500,1409962,602,835157,1491,452963,339,1046628,2206,2490681,75,44772,114,390154,43,188857,1044,439446,1647,450906,3206,8385045,173,2901200,298,1766307,1,-121094,219,4087612,99,285981,64,1392695,0,0,45,370256,111,1853736,96,573353,160,4369966,225,6374942,139,827746,116,188346,102,119293,581,15206980,486,8594016,243,1000164,579,6684845,253,2534075,331,-3606120,584,-1072045,198,198037,19,40787,18,331566,135,297279,20,456525,338,278264281,358,279097732,320,273979149,21,198206,342,4753789,364,4909822,180,1280739,22,70215,37,34825,2224,723597,95,39413,70,236307
31,2008,NSW,5166,2249,5140,277209001,3990,58738027,3400,3619717,104,127572,3778,60910531,412,1807354,4673,243601339,595,3080988,73,1034429,90,928905,381,2125710,41,382233,33,400369,24,754203,3084,4164190,198,109625,626,4720781,625,2019858,5148,288116217,617,1612410,822,1172419,1545,472280,421,1064831,2743,3379506,77,47100,116,340731,45,111898,1431,923847,1865,619313,3772,10549394,238,4750573,382,2399703,4,-98374,262,7496288,127,417724,62,1304309,1,6026,83,689013,142,3164383,128,1078901,200,15406359,229,5820670,178,1448794,155,935416,140,94836,577,14128320,492,7860856,289,1099014,574,6156417,233,2337523,345,-3325490,578,-987967,234,224389,48,161223,28,453629,138,351430,30,619529,468,26078210,499,26698912,444,17116476,32,58610,492,9161590,525,9208891,295,2239037,41,96387,49,42504,2523,808814,95,36915,119,333980
32,2009,NSW,9614,5468,9541,818180410,7758,230907699,6388,10850136,271,342353,7352,237638587,383,1821787,8129,609672643,1148,9463132,136,3573076,174,5138330,290,1546429,122,1357679,75,1920312,58,2342785,5992,16931756,773,968808,1997,32520799,1989,13935070,9570,863184032,1484,5180326,1364,2340974,2604,809845,609,1712020,5192,6586045,199,126909,374,1644289,246,994175,2797,2722918,4077,2274422,7317,43268097,571,12287062,959,8298389,28,-1230095,1015,45701138,464,6502314,92,2892810,15,241631,92,1181160,655,55597523,565,23783479,935,124413888,838,44559230,637,5337034,560,1737691,479,633856,1648,52615102,1354,28077247,911,4515916,1656,24259294,712,8671950,950,-12909305,1662,-4237355,555,897846,112,14219578,148,3633920,465,15202181,32,481578,669,68090535,706,68701439,635,41260995,40,-24990,697,26256935,740,26283727,415,7766800,99,442093,173,189943,3867,1193775,321,132119,221,1492555
33,2010,NSW,19583,10806,19485,1505763816,16422,390086691,14159,20373484,635,808607,15678,403774412,1396,6519248,17046,1223597979,2468,17361252,305,4340063,382,10471102,980,5656607,218,2504265,94,1668929,102,3329505,11645,22944556,1192,1536601,3387,36626516,3379,15683721,19510,1570079462,2747,9179354,3605,6645557,5578,1862083,1445,4138090,11258,16472648,396,196984,575,2479076,402,3189229,6182,5336536,8612,4174547,15437,62235514,1188,21749463,1816,13112436,33,173177,1651,80178616,814,9977727,259,6900749,15,450181,276,3888663,871,24630051,781,9056802,1227,56725286,1310,44169457,1149,12679553,1006,6749761,889,1793285,2721,78792557,2301,42380842,1178,4538182,2728,35387320,1190,14079113,1548,-17592900,2738,-3513787,1219,2313371,206,1171004,255,5565774,914,2895778,78,2363266,1989,183642971,2078,186541006,1950,107331167,94,-601306,2060,76911242,2163,76636267,1300,23151601,127,434425,287,360878,8359,2573902,482,202100,501,1501374
34,2011,NSW,14652,8258,14569,1240604198,12042,344464067,10364,16847127,430,567549,11350,354515148,885,4000468,12223,889655283,1907,15733831,249,4403103,279,7565618,560,3165269,274,3262469,104,2277951,170,7237416,8808,29128931,1133,2567857,3029,82701594,3024,35436088,14603,1301616016,1937,7008129,2625,5742513,3932,1372173,934,2504809,7879,12323869,315,111855,491,4208336,362,2384049,4811,7322756,6710,5464596,11338,57855804,836,18916158,1355,11834931,29,-626723,1542,84290184,779,9959869,221,5041805,15,789992,212,6344292,821,36717206,714,13715894,1201,96324696,1233,63135096,1097,11552112,956,5483893,808,1278203,2136,67132809,1666,32940113,901,3540507,2149,31482285,998,15485956,1165,-16316052,2163,-830096,987,3319670,173,1133425,277,6793727,634,2469928,68,2975213,1425,160699015,1485,164667223,1406,107800034,88,-1482363,1486,49820868,1561,48707277,915,15239927,207,917015,332,638937,5911,1779440,687,279921,389,1707128
35,2015,NSW,6907,4537,6880,497723242,6205,116507399,5686,6970366,140,166386,6004,121415026,579,2447699,6178,448656116,1169,6778164,143,2270197,149,2851114,329,1799703,88,898952,47,569431,31,873349,4261,5380110,456,450917,1340,8517312,1339,3648983,6891,521060756,1719,5415474,1388,2262889,2463,839530,580,1455578,4591,6461454,188,93455,236,366463,124,400839,2753,1480339,3350,1268880,5894,22546790,463,8640990,695,4968187,11,18226,544,9632080,264,1153708,94,2901585,6,502349,118,1457514,288,4576653,263,1172281,425,12581312,472,13436979,335,1087448,313,674304,267,169626,1108,24626263,985,15300854,556,1954202,1104,11369151,370,3271757,743,-7269701,1113,-3997944,412,653696,83,425078,50,825389,377,1654809,33,511483,753,64785694,786,65189517,752,46883270,40,-212773,789,17157151,828,16946718,494,3936079,50,118980,127,104074,3156,912673,232,98710,221,603290
36,2016,NSW,7890,4402,7862,526206094,6718,122424730,6004,7230188,170,194602,6401,127037688,613,2720629,6938,441991997,1088,6090781,138,1926857,144,2250002,591,3649511,144,1620472,36,539489,35,1247827,4771,7688458,459,319390,1404,11548156,1403,4948124,7867,549045750,1383,3958139,1480,2611043,2633,844165,572,1452903,4669,6548705,179,101883,229,494798,109,626621,2670,1591292,3581,1473164,6327,22569789,419,7859924,733,5378791,14,-742939,588,18946272,296,1666365,117,2588111,4,750825,105,874043,300,6000002,267,1887244,419,21904793,495,17579642,395,3705813,351,2387540,307,357284,1077,27876336,922,14953379,480,1741128,1074,12307230,482,4977394,602,-6102795,1084,-1125401,414,310383,80,206402,83,1847386,327,995418,23,493770,967,68910455,988,69436802,927,39012674,31,40326,989,29473869,1016,29539601,650,7742806,47,129791,128,88824,3685,1135683,238,95538,214,685530
37,2017,NSW,10579,5568,10516,651482406,8963,142162264,7559,8451550,245,279112,8534,148110913,745,3183307,9382,598506503,1812,8513523,142,1402201,194,1665981,554,3335793,162,1868496,30,245201,40,809950,6337,8630153,433,267974,1401,5704557,1391,2443761,10525,683010576,2475,8036908,2106,3838183,3957,1528194,928,2408893,6627,9443468,221,113211,298,239823,126,476882,3433,1326084,4774,1411338,8507,30929238,623,10544289,764,4115830,13,54125,585,13685093,257,1115081,113,2828934,10,61029,130,1578921,365,5878417,329,1775563,490,12804100,532,15519504,395,2862049,336,1044189,304,390853,1384,32230296,1248,19891594,743,3144037,1393,15045772,447,3291985,952,-9143092,1399,-5851107,489,630157,70,158880,60,1103353,407,971289,32,379454,924,156008148,952,156387602,894,131290883,37,145614,956,23878996,987,24024610,585,5589525,35,61083,146,124079,5023,1475119,219,90557,252,327108
38,2018,NSW,8347,4249,8305,439893469,6948,87647544,5904,5808524,104,123395,6439,90459160,267,1095898,6821,380004559,1486,8554813,124,1697122,152,1659030,495,2897305,276,2972181,32,516518,43,1111593,4689,8143087,422,300473,1585,5506868,1582,2358935,8318,461573593,1773,5659170,1079,1833016,3592,1275633,508,1110712,4832,5891684,149,80705,316,305191,96,301114,2883,1207881,4315,1110202,6618,20321684,417,7663466,601,3892868,3,-31413,648,12760775,224,720423,59,1101248,2,7402,78,650057,255,5612946,216,1771411,359,17503865,450,12034766,262,941533,223,334632,201,145653,1489,36000616,1216,17212561,578,1939717,1507,15847467,708,8491924,803,-7491053,1511,1000871,416,672544,61,380287,62,903078,329,639754,22,295556,891,73486875,911,73781276,868,53439018,27,-10989,905,19936732,929,19925743,546,3516981,57,134668,160,111479,4547,1432092,470,200947,206,603778
39,2019,NSW,5751,3468,5731,346986765,5011,74030844,4475,4776889,76,88478,4713,76189292,156,575688,4994,310030338,1257,5187608,103,1686599,118,1602804,260,1411663,188,2000433,47,617539,33,907064,3229,4626283,284,213566,1172,4387072,1168,1879100,5739,364059328,1612,5592650,776,1394414,2860,1123297,308,623507,3817,4891865,111,48542,158,132087,53,123250,2336,887642,3451,878336,4954,16718711,351,6045744,576,3682957,4,-87566,446,8766668,190,864280,33,463613,2,10941,61,615651,171,2427957,151,639135,228,6006867,330,12619033,210,1126434,186,264489,167,407785,952,19578022,822,10231773,408,1184301,954,8699029,372,3783032,585,-4320113,957,-537081,242,482986,44,129049,39,351024,296,659288,10,209010,524,41161117,534,41370127,506,28083109,13,43291,534,12732921,546,12776212,333,2519362,45,125884,170,144945,2941,891487,360,151352,138,690296
40,2020,NSW,8092,4149,8055,442761207,6858,88589175,5832,5794994,80,92309,6455,91459079,301,1172526,6960,399299445,1595,7687006,127,1907444,130,2219554,374,2167541,215,2375599,56,650723,34,878333,4715,6852192,354,163858,1409,4604065,1405,1971985,8066,464048596,1914,6195011,1112,1696227,3756,1355896,546,1242023,5094,6155249,125,62532,323,184782,64,192876,3032,1238608,4319,1024300,6670,20630742,372,6480688,621,3367331,6,59778,489,11194775,174,434583,62,1183918,6,17797,74,766788,236,3863671,195,1118985,313,8815990,389,46333969,224,710057,190,335025,166,119634,1358,30770516,1161,16734519,616,2166644,1366,13110562,532,5750972,842,-6992181,1374,-1241209,369,481374,43,135205,44,647469,308,609532,31,614826,648,45583221,679,46198047,668,32465524,36,78213,668,13152179,703,13230392,407,2351256,61,130166,133,92258,4327,1317156,422,178073,184,772709
41,2021,NSW,10663,7593,10570,1189317977,9227,367059060,8302,16893814,279,397997,8754,376817624,753,3370878,8326,775808948,1349,14996688,178,3946361,221,10826249,449,2568131,200,2050682,108,2444968,125,5295553,7118,23278281,1122,3636594,2997,60512072,2992,25935587,10613,1243383578,1947,6891118,1817,3609119,2326,773379,671,1817116,5743,9068490,231,106928,426,2673077,411,3924104,4005,6096126,5315,4557623,8694,50446629,729,13664158,1150,10866267,54,436435,1866,129553202,896,16134404,136,4575429,22,1241352,171,2600207,851,29198395,740,10388069,1249,73091375,1243,78577812,1147,13017708,1005,8333968,858,2683123,1836,63930573,1393,32270655,769,3226980,1837,28989693,894,15148380,954,-15705135,1848,-556755,945,2607711,187,1164589,338,7884750,711,2904628,54,2751128,1242,377688018,1357,381994321,1328,291453847,75,-2054139,1292,89476847,1423,88214460,891,32383266,173,764078,322,306828,4022,1210242,505,209249,283,1647912
42,2022,NSW,9017,5405,8950,705278770,7459,189947498,5981,9287749,193,226301,7010,194987872,354,1619628,6803,498575497,1207,8344283,126,2293152,158,5311101,305,1823734,249,2670471,70,924914,88,2601079,5423,21006866,743,1163171,2202,31627534,2196,13544745,8973,740789214,1420,5204588,1417,2408041,2276,872855,519,1374286,4492,7180590,140,77810,323,1227542,259,2041222,3026,3755492,4257,2500473,6881,33058715,438,7730210,837,7640379,21,-446886,1258,51514277,582,6430288,108,2551051,6,340615,103,4226232,585,16004450,502,5228993,861,39625124,930,43330635,752,7010175,631,3230362,562,1084161,1450,51116709,1033,21047912,575,2198377,1454,21528952,779,13909247,681,-7567779,1460,6341468,665,852686,126,1180755,173,3951682,468,2309640,30,1411657,872,99937180,1100,112886880,1017,57180662,39,-246194,904,43207522,1139,51522109,788,17539160,112,327610,297,340803,3714,1138843,403,165265,206,854401
43,2023,NSW,7107,5612,7046,1102806897,6077,383328601,5536,15963300,119,196823,5780,391626846,329,1541348,4810,488288733,833,9624338,91,1840008,102,8155356,203,1139032,128,1371910,80,2044120,46,1739163,5002,35744709,966,5380248,2523,104395307,2519,44743525,7073,1165183366,1261,5059290,918,2021301,1140,404265,295,971861,2981,5186656,94,50360,364,5249171,286,5460300,2786,13351546,3484,7328919,5623,59430630,417,11799183,710,8843855,46,-2337051,2029,206378085,1074,37451938,81,3301196,13,2350572,106,1888672,777,96864795,712,40829049,1135,224283109,1064,104696628,991,23532241,920,15243272,780,4656933,1447,77174614,983,30561536,584,3521411,1444,33541893,848,23090555,604,-13540781,1452,9549774,772,2471931,116,1075390,385,9712187,500,4303464,32,3085845,908,201033813,933,204127658,894,109185735,46,-1901108,940,82132281,972,80236699,662,29821966,95,422533,372,458590,2456,775159,478,180878,135,858247
44,2024,NSW,7276,5194,7225,817989962,6283,254765312,5637,11645254,195,367125,5898,261667502,308,1357766,5630,521075464,1045,7114807,104,2332784,136,7566200,303,1730804,213,2417690,59,1251196,70,2730254,4934,16907243,782,1255870,2175,38957916,2168,16692269,7251,856772864,1491,5461970,1159,2026417,1757,575238,397,1138072,4001,6482592,131,64405,300,1656197,226,2683080,2774,5549725,3756,2760311,5991,35020832,469,10723874,848,7943681,23,-86275,1274,82526506,590,11198425,97,2998866,9,577233,108,10949089,522,23609303,450,7890387,749,67841373,801,42950835,737,15523986,644,8858493,545,2001484,1355,42385889,980,19507250,527,1927476,1364,18290924,709,11172056,663,-8511817,1372,2660239,688,900537,98,295189,216,4747822,441,1776327,25,978053,948,136442667,972,137420720,934,79040484,40,-617649,974,47513149,1008,46895500,650,19004199,97,392274,253,278256,2920,895436,400,169568,175,985520
45,2025,NSW,5281,4183,5213,672908603,4481,227059810,4014,9885540,110,192583,4188,229457844,290,1395238,3593,352441634,609,5983192,71,2078400,79,4747950,169,912603,153,1742795,46,1649605,67,3918076,3750,25762488,758,2474020,1942,78297449,1939,33548972,5251,741172782,849,3132295,729,1535047,808,292060,234,678411,2378,3981364,85,45378,271,2201042,238,3739389,2068,6935494,2741,32444901,4261,64349057,289,6190993,574,6597768,31,-744575,1324,86522843,691,13079034,54,1986512,18,1657456,96,2213802,557,19595317,467,6883602,840,50128294,816,54022258,732,26410875,650,20413402,567,4794027,982,45090895,670,19763359,369,1874420,982,18657017,553,12073309,436,-7277210,989,4796099,569,11200146,119,1062149,256,6211819,381,3025200,33,4625754,648,164366928,674,168992682,654,112375426,43,-2517334,677,55518484,710,53001150,449,20892714,81,566672,261,380175,1830,571663,370,147944,107,786779
