,"Taxation statistics 2016–17 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
26,Non Taxable,ACT,2911,443,413,4199697,86,43485.09,0,0,0,0,0,0,0,0,0,0,257,3289522,229,414838.64,54,154965,3,17628,3,5637,20,148599,30,317334,4,12084,19,329481,254,215545,25,12957,66,71106,66,30349,423,4696958,16,25751,4,925,52,12123,6,17837,48,28226,81,84862,15,10671,4,6411,3,3632,40,14036,63,25208,139,195422,5,98058,2,8936,10,42983,1,1051,28,161246,11,8334.14,7,19475,1,1793,6,42814,18,110082,0,0,21,226239,15,554596,15,78693,9,4027,9,1001.91,60,1204760,53,740040,39,165740,61,828634,17,55600,44,-585254,61,-529654,3,2252,4,37393,1,35000,9,15602,2,10264,32,792254,34,802518,28,646700,2,-11133,33,144064,35,132931,0,0,4,5261.32,1,11.76,68,16106.11,218,155,97969,23,5329.43,17,4316.47
27,Non Taxable,ACT,2912,794,754,8493723,163,215298.13,3,3217.14,0,0,0,0,0,0,0,0,504,5550120,436,567597,82,262042,1,3614,2,171,92,593728,55,632765,7,39886,19,325097,414,253220,23,12304,77,96096,77,40413,760,9049978,34,70880,8,27087,97,18547,11,56107,74,40494,139,213115,15,8523,6,12546,1,120,57,13989,109,44782,238,333209,3,84697,1,22230,17,49344,0,0,41,189725,9,4098.28,11,55359,1,457,4,9851,21,80105,0,0,30,201764,29,928383,27,273331,15,57543,16,43303.92,101,2407845,87,1133900,67,307262,102,1157114,42,327309,62,-517740,104,-190431,11,35575,2,563,2,35000,6,5134,6,1282977,55,1405089,61,2688066,48,2260967,6,27768,56,386402,62,414170,0,0,5,3161.25,1,0.74,125,33516.55,315,199,127875,27,7818.39,12,4068.72
28,Non Taxable,ACT,2913,4058,3879,44997482,929,1027848.28,9,6381.86,0,0,0,0,0,0,1,2844.72,2369,27102402,2044,2853300,401,667889,18,68612,18,38121,383,2782962,416,4379007,46,240786,285,5314542,2243,2136766,192,62824,707,1068387,705,456405,3901,47335486,164,253821,60,53371,494,96743,69,175333,441,233934,757,813202,87,51150,36,55610,35,57364,400,134344,614,187339,1433,1709513,26,529067,9,133080,85,291089,10,22392,293,1215271,123,89099.76,45,417598,2,2932,40,587106,143,463976,0,0,195,1980001,175,6200476,175,636375,118,102057,118,67386.8,450,8706323,362,4365383,298,1158539,455,4778667,162,1063212,295,-2659478,459,-1596266,33,147941,20,81571,14,304314,59,101176,17,208982,306,66907579,321,67116604,288,65493031,16,23565,315,-67243,329,-43678,0,0,93,120532.1,7,235.66,651,177589.17,2046,1261,805945,150,48056.31,79,18305.68
29,Non Taxable,ACT,2914,2656,2557,27116300,536,393123.32,7,4770.81,0,0,0,0,0,0,0,0,1706,19368610,1488,2052572,266,366767,7,24157,17,37525,253,1861283,189,2194189,17,93210,84,1516911,1451,994030,88,43745,290,427207,290,181708,2556,28957914,126,181883,43,31763,361,67883,37,59240,321,151269,547,492038,39,37500,19,7611,15,47847,207,67468,328,365343,853,1359907,28,630312,6,148288,57,195784,5,-40221,117,353179,48,31246.72,35,329113,2,5397,25,220182,63,226582,0,0,77,664197,63,1546097,91,606441,57,135908,53,55192.81,291,4627930,251,2538072,177,642874,295,2789954,86,530024,210,-1872994,296,-1342970,19,47927,15,68263,7,63833,34,276127,11,108473,213,10041362,224,10149835,201,8923994,11,88382,220,1049501,231,1137883,0,0,25,28133.07,3,44.97,393,104352.39,1260,750,445315,73,16367.8,75,19455.43
30,Non Taxable,ACT,ACT other,52,50,663187,14,12386.92,0,0,0,0,0,0,0,0,0,0,35,389009,31,44408,6,3100,0,0,0,0,9,68390,9,107112,0,0,1,13144,26,29456,0,0,5,7167,5,3070,51,688892,5,7568,2,1304,11,1672,0,0,13,7001,17,17545,0,0,0,0,0,0,6,4860,14,2960,25,25365,1,14951,0,0,1,67,0,0,4,8788,4,1937.54,1,1067,0,0,0,0,4,11835,0,0,4,12871,0,0,5,7999,3,6018,5,909.01,6,119837,4,24083,1,9896,6,57332,5,30446,1,-1920,6,28526,0,0,0,0,0,0,0,0,0,0,6,255216,6,255216,7,254160,1,-4981,5,2530,6,-2451,0,0,0,0,0,0,10,2727.98,14,10,7352,3,547.19,0,0
31,Non Taxable,NSW,1225,10,10,18093,1,1783.15,0,0,0,0,0,0,0,0,0,0,1,24000,1,1300,0,0,0,0,0,0,0,0,1,21381,0,0,0,0,5,4534,1,197,8,9040,8,3648,10,29090,1,3300,0,0,0,0,0,0,1,300,1,3600,0,0,0,0,0,0,0,0,2,5903,2,10997,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,1,556,0,0,1,929,1,238343,0,0,0,0,0,0,1,25000,1,14244,1,496,1,9060,1,1200,0,0,1,1200,0,0,1,6,0,0,1,1494,0,0,0,0,0,0,1,35560,1,-35560,0,0,1,-35560,0,0,0,0,0,0,0,0,1,1,171,0,0,0,0
32,Non Taxable,NSW,1230,18,16,145316,6,6465.13,0,0,0,0,0,0,0,0,0,0,5,49798,3,2765,4,27917,0,0,0,0,0,0,3,58776,0,0,0,0,8,39712,1,296,4,758,4,324,16,151605,0,0,0,0,0,0,0,0,2,600,2,600,0,0,0,0,0,0,2,2440,5,3224,7,6264,1,13189,0,0,0,0,0,0,3,7571,2,1570.39,0,0,0,0,1,25404,1,2634,0,0,1,5268,0,0,2,2672,2,837,2,97.1,2,49045,1,13552,2,18704,2,55642,0,0,2,-38853,2,-38853,0,0,0,0,0,0,0,0,0,0,1,6816,1,6816,1,32220,0,0,1,-25404,1,-25404,0,0,0,0,0,0,3,715.95,11,11,8987,0,0,0,0
33,Non Taxable,NSW,1235,145,144,1632937,34,12210.69,0,0,0,0,0,0,0,0,0,0,121,1350561,98,150465,4,22210,0,0,0,0,5,40149,6,62744,0,0,0,0,34,14394,1,96,5,3449,5,1476,143,1654975,0,0,0,0,9,2181,0,0,8,2733,11,4914,0,0,0,0,0,0,2,925,14,7684,21,13523,0,0,0,0,1,1439,0,0,5,74431,0,0,0,0,0,0,0,0,1,148,0,0,1,296,1,10925,0,0,0,0,0,0,7,454424,7,229807,6,35507,7,218647,2,15707,5,-45244,7,-29537,0,0,0,0,0,0,0,0,0,0,12,494657,12,494657,10,399803,0,0,12,94854,12,94854,0,0,0,0,1,32.85,29,8252.25,17,13,6325,5,349.55,0,0
34,Non Taxable,NSW,1240,19,16,22399,3,521.74,0,0,0,0,0,0,0,0,0,0,6,55419,4,5602,1,110,0,0,0,0,0,0,0,0,0,0,0,0,6,3143,1,41,2,994,2,426,16,25272,0,0,0,0,2,932,0,0,1,80,3,1012,1,68,0,0,0,0,1,375,5,1418,7,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2889,0,0,0,0,0,0,10,258637,7,141951,6,26943,10,131088,3,36773,7,-78118,10,-41345,0,0,0,0,0,0,0,0,0,0,1,28561,1,28561,1,17095,0,0,1,11466,1,11466,0,0,0,0,0,0,3,521.74,6,6,3635,0,0,1,4.43
35,Non Taxable,NSW,1335,18,17,168662,5,5451.48,0,0,0,0,0,0,0,0,0,0,6,113488,4,17323,3,16632,0,0,0,0,1,6370,2,43598,0,0,0,0,11,48502,3,251,14,24707,14,10587,18,265508,0,0,0,0,1,105,0,0,4,1525,5,1630,0,0,3,1267,2,3929,3,5506,5,3768,10,91325,0,0,0,0,0,0,1,492,2,168241,1,51662.7,0,0,0,0,0,0,1,16232,0,0,1,66090,2,7964,0,0,0,0,0,0,3,247957,2,24706,1,2052,3,191576,2,78792,1,-49169,3,29623,0,0,0,0,0,0,2,75225,0,0,1,9818,1,9818,2,223033,1,-222815,1,9600,2,-213215,0,0,0,0,0,0,1,371.83,11,11,7667,1,212.86,2,210.63
36,Non Taxable,NSW,1355,39,35,219456,9,14239.13,0,0,0,0,0,0,0,0,0,0,11,118589,9,10517,1,30000,0,0,0,0,1,3483,1,21385,0,0,2,59023,17,37950,4,4431,11,10072,11,4302,37,268889,0,0,0,0,1,65,0,0,5,978,5,1043,0,0,0,0,0,0,4,3450,12,3412,15,23565,0,0,0,0,0,0,0,0,6,-79970,1,14.85,1,1192,0,0,0,0,1,15,0,0,1,30,7,694822,3,55908,2,28,1,3.22,14,436701,9,196645,4,23378,14,170365,9,110188,5,-63875,14,46313,2,140,0,0,2,9350,2,6310,1,371350,5,977780,6,1349130,5,1350806,1,-66556,5,64880,6,-1676,0,0,2,1595.88,0,0,7,1918.94,17,15,11778,1,1144.26,0,0
37,Non Taxable,NSW,1360,18,14,208639,5,6494.1,0,0,0,0,0,0,0,0,0,0,3,39880,3,5002,3,53419,0,0,1,1153,0,0,1,8008,0,0,1,22799,9,29291,1,20,5,20444,5,8762,14,228200,0,0,0,0,1,195,0,0,1,17364,1,17559,0,0,0,0,0,0,0,0,4,2002,4,19561,0,0,0,0,0,0,0,0,1,3908,1,1583.78,0,0,0,0,0,0,1,801,0,0,1,1602,2,32726,1,204,1,204,1,29.22,2,50815,1,8914,1,127,2,23108,1,20039,1,-1373,2,18666,0,0,0,0,0,0,0,0,0,0,3,293460,3,293460,3,272615,0,0,3,20845,3,20845,0,0,0,0,0,0,4,1303.98,10,9,8090,1,100.13,0,0
38,Non Taxable,NSW,1455,18,18,151933,6,853.67,0,0,0,0,0,0,0,0,0,0,12,118853,8,10755,2,8803,0,0,0,0,0,0,3,32784,0,0,0,0,3,437,0,0,2,6041,2,2465,18,158825,1,3300,0,0,4,1250,0,0,5,1452,8,6002,0,0,0,0,0,0,1,100,7,790,11,6892,0,0,1,19954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2889,0,0,0,0,0,0,7,146355,6,75010,4,11260,7,70643,2,19172,5,-29730,7,-10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,557.27,2,2,1221,0,0,0,0
39,Non Taxable,NSW,1460,8,8,84093,4,2397.63,0,0,0,0,0,0,0,0,0,0,3,40783,3,7798,0,0,0,0,0,0,1,5074,1,19500,0,0,0,0,2,3226,0,0,2,678,2,290,8,98413,0,0,0,0,1,260,0,0,1,126,1,386,0,0,0,0,0,0,0,0,1,13934,2,14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22974,0,0,1,2346,1,20016,1,612,0,0,1,612,0,0,0,0,0,0,0,0,0,0,1,50359,1,50359,1,32075,0,0,1,18284,1,18284,0,0,0,0,0,0,2,51.51,0,0,0,0,0,0,0
40,Non Taxable,NSW,1481,21,19,233842,9,5740.47,0,0,0,0,0,0,0,0,0,0,7,70080,3,3414,2,18321,0,0,0,0,1,16317,4,43006,0,0,0,0,12,27793,1,1108,7,22348,7,9573,20,293696,1,3300,0,0,1,150,0,0,2,600,3,4050,0,0,1,5,1,25,1,2000,6,4130,10,13115,0,0,0,0,1,542,0,0,1,1119,0,0,0,0,0,0,0,0,1,103768,0,0,2,212464,5,239362,1,27460,0,0,1,534.85,8,212098,5,123866,6,32031,7,136642,3,22491,5,-102932,8,-80441,0,0,1,4380,0,0,1,2905,0,0,5,222484,5,222484,5,188939,0,0,5,33545,5,33545,0,0,0,0,0,0,4,1467.58,7,6,4196,0,0,0,0
41,Non Taxable,NSW,1485,22,20,303827,6,10621.95,0,0,0,0,0,0,0,0,0,0,6,82786,6,11805,1,28515,0,0,1,1226,2,9112,6,59085,0,0,0,0,9,30267,1,282,9,18078,9,7747,22,312608,0,0,0,0,1,167,1,105,2,551,3,823,0,0,0,0,1,2344,3,1061,6,2223,8,6493,1,31174,0,0,0,0,0,0,1,2390,0,0,0,0,0,0,1,4774,2,3325,0,0,2,5767,0,0,2,9599,0,0,0,0,8,247801,6,128344,1,84,8,121432,5,38507,3,-40566,8,-2059,0,0,0,0,0,0,1,42,0,0,7,262140,7,262140,7,199688,0,0,7,58303,7,58303,0,0,0,0,0,0,3,913.96,6,5,3644,1,858.17,0,0
42,Non Taxable,NSW,1495,24,24,264525,8,6875.91,0,0,0,0,0,0,0,0,0,0,8,166178,3,7537,1,34,0,0,0,0,2,18650,1,878,0,0,0,0,16,40457,1,26,12,12677,12,5430,24,266294,0,0,1,130,2,381,0,0,2,500,2,1011,0,0,1,10,0,0,0,0,3,748,4,1769,0,0,0,0,0,0,0,0,5,46764,2,313.38,0,0,0,0,1,40231,3,76,0,0,3,152,0,0,3,671,3,671,2,2.45,5,428137,5,149885,1,28816,5,274983,1,7759,4,-33306,5,-25547,0,0,0,0,0,0,0,0,0,0,1,3722,1,3722,1,12556,0,0,1,-40231,1,-40231,0,0,0,0,0,0,3,1000.92,9,8,7205,0,0,0,0
43,Non Taxable,NSW,1499,20,18,191034,5,1693.85,0,0,0,0,0,0,0,0,0,0,5,65738,2,2768,1,111,0,0,0,0,0,0,2,14244,0,0,0,0,10,27961,5,932,10,10035,10,4296,19,205614,1,560,1,111,2,270,1,4100,1,500,4,5541,1,438,1,101,0,0,4,2086,6,2565,9,13301,0,0,0,0,0,0,0,0,3,30455,2,1969.59,0,0,0,0,0,0,3,2888,0,0,4,12778,2,22039,2,1330,2,1330,2,74.72,6,157402,6,45942,2,9241,6,71022,5,31594,1,-397,6,31197,0,0,0,0,0,0,1,2570,0,0,2,57100,2,57100,1,40673,0,0,2,16427,2,16427,0,0,0,0,0,0,3,912,9,8,7427,0,0,1,175.6
44,Non Taxable,NSW,1585,16,15,117596,2,2411.29,0,0,0,0,0,0,0,0,0,0,3,35129,3,1934.7,0,0,0,0,0,0,1,7351,0,0,0,0,0,0,11,19408,1,13,7,4845,7,2075,14,117758,0,0,0,0,0,0,0,0,1,34,1,34,0,0,0,0,0,0,0,0,1,120,2,154,0,0,0,0,0,0,0,0,2,13253,2,1348.01,0,0,0,0,0,0,2,1306,0,0,2,2159,1,31407,2,226,2,226,1,1.72,2,66873,1,17856,0,0,2,27252,1,23246,1,-1481,2,21765,0,0,0,0,0,0,0,0,0,0,2,54951,2,54951,1,42564,0,0,2,12387,2,12387,0,0,0,0,0,0,2,181.29,9,6,4091,2,1073.38,0,0
45,Non Taxable,NSW,1590,12,10,43296,2,443.08,0,0,0,0,0,0,0,0,0,0,3,34369,2,2179,0,0,0,0,0,0,0,0,2,20816,0,0,0,0,8,8854,0,0,4,1077,4,461,10,46495,0,0,0,0,0,0,0,0,1,1182,1,1182,0,0,2,101,0,0,1,200,3,1716,4,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47035,2,39676,2,11147,2,28167,0,0,2,-31955,2,-31955,0,0,1,44,0,0,0,0,0,0,3,81195,3,81195,3,72702,0,0,3,6979,3,6979,0,0,0,0,0,0,1,431,5,5,4268,0,0,0,0
46,Non Taxable,NSW,1595,8,8,36594,1,1539.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18180,0,0,0,0,6,10968,1,11,2,1992,2,854,8,38270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288,0,0,0,0,4,893,4,1676,0,0,0,0,0,0,0,0,1,15964,1,4886,0,0,0,0,0,0,1,455,0,0,1,910,0,0,1,14477,0,0,1,556.48,3,37735,1,5840,0,0,3,51619,0,0,3,-19724,3,-19724,0,0,0,0,0,0,1,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1713,0,0,1,319.21
47,Non Taxable,NSW,1655,30,30,380503,7,8925.06,0,0,0,0,0,0,0,0,0,0,20,285573,18,23456,1,24500,0,0,0,0,0,0,2,9983,1,9816,0,0,10,38445,5,763,8,17155,8,7352,30,411711,1,2935,0,0,6,1794,1,5394,2,1420,10,11543,0,0,0,0,2,510,1,7750,5,11405,13,31208,0,0,0,0,0,0,0,0,3,6817,1,1093.86,0,0,0,0,0,0,1,5758,0,0,2,94558,3,330799,3,8477,1,375,1,95.82,3,40860,2,70242,1,331,3,23352,1,5053,2,-58118,3,-53065,0,0,0,0,0,0,0,0,0,0,3,130123,3,130123,3,87882,0,0,3,42241,3,42241,0,0,1,1472,1,18.64,7,1905.66,9,8,5810,0,0,0,0
48,Non Taxable,NSW,1660,31,26,323873,6,5846.87,1,584.58,0,0,0,0,0,0,0,0,6,83796,5,12894,0,0,0,0,0,0,0,0,2,7995,0,0,0,0,22,58697,4,2859,12,28092,12,12034,27,349712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5263,8,2222,9,10539,0,0,0,0,0,0,2,-19499,1,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13034,4,41865,3,431,3,5030.34,8,165175,2,24758,3,2519,8,67884,7,76165,1,-6151,8,70014,0,0,0,0,1,1564,1,1490,0,0,4,227360,4,227360,4,164895,0,0,4,62465,4,62465,0,0,0,0,0,0,3,1014.7,14,13,10637,2,1154.51,0,0
49,Non Taxable,NSW,1710,21,21,135257,2,1992.53,0,0,0,0,0,0,0,0,0,0,1,12256,1,1123,1,1038,0,0,0,0,1,13786,1,19256,0,0,0,0,14,17869,4,1487,10,46134,10,19769,21,150675,1,688,0,0,0,0,0,0,1,280,1,968,1,489,0,0,1,240,1,825,1,220,6,15418,0,0,0,0,0,0,0,0,4,33519,1,0.24,0,0,0,0,1,15730,0,0,0,0,1,50142,3,10474,2,6467,2,3586,1,98.97,5,101317,5,58891,3,11618,5,57659,0,0,5,-26851,5,-26851,1,6000,0,0,1,12000,1,450,0,0,1,7091,1,7091,1,22821,0,0,1,-15730,1,-15730,0,0,0,0,0,0,0,0,10,9,6555,1,138.3,3,85.14
50,Non Taxable,NSW,1750,13,13,95939,3,6238.97,0,0,0,0,0,0,0,0,0,0,5,68037,4,2266,0,0,0,0,0,0,2,14618,0,0,0,0,0,0,8,1357,1,373,7,5059,7,2165,13,97080,1,754,0,0,0,0,0,0,2,387,2,1141,0,0,0,0,0,0,0,0,0,0,2,1141,0,0,0,0,0,0,0,0,1,271,1,81.49,0,0,0,0,0,0,0,0,0,0,1,1926,1,1496,0,0,0,0,0,0,1,105,0,0,1,18,1,45,1,42,0,0,1,42,1,38,0,0,0,0,0,0,0,0,2,53669,2,53669,2,92594,0,0,2,-38925,2,-38925,0,0,0,0,0,0,3,680,5,3,3133,0,0,1,78.99
51,Non Taxable,NSW,1755,26,25,277172,6,16190.5,1,1407.2,0,0,0,0,0,0,1,5387.33,10,93995,8,12312,3,34011,0,0,0,0,1,5280,1,18905,0,0,0,0,13,17956,1,51,16,18454,16,7906,25,315978,1,330,1,3224,3,430,2,8020,5,5841,6,17845,0,0,0,0,0,0,1,1159,5,12050,10,33194,1,4756,0,0,1,14150,0,0,4,64236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2303,1,72761,0,0,1,19774,4,70842,4,43487,2,12042,4,35024,1,2609,3,-22320,4,-19711,0,0,0,0,0,0,1,2140,0,0,1,2337,1,2337,1,203,0,0,1,2134,1,2134,0,0,0,0,0,0,4,1589.73,9,9,5808,0,0,2,521.64
52,Non Taxable,NSW,1765,23,21,260008,7,6373.74,0,0,0,0,0,0,0,0,0,0,9,130005,7,7458,1,16,0,0,0,0,3,13511,1,5985,0,0,0,0,15,24260,4,4163,13,11695,13,4980,21,264679,1,660,0,0,3,869,0,0,1,150,3,1679,0,0,1,9,0,0,3,1011,6,1972,9,4671,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,11156,0,0,1,21191,1,24952,0,0,0,0,0,0,4,90129,0,0,1,232,4,31089,4,58808,0,0,4,58808,0,0,0,0,0,0,0,0,0,0,1,69,1,69,1,69,0,0,0,0,0,0,0,0,0,0,0,0,5,1796.1,9,6,4950,0,0,2,74.88
53,Non Taxable,NSW,1790,9,9,107054,2,989.14,0,0,0,0,0,0,0,0,0,0,4,32226,3,4646,1,15,0,0,0,0,3,38939,1,16307,0,0,0,0,3,549,2,63,4,5368,4,2300,9,107740,0,0,0,0,1,98,0,0,2,445,2,543,0,0,0,0,0,0,1,23,1,120,2,686,0,0,0,0,0,0,0,0,0,0,0,0,1,4229,0,0,0,0,0,0,0,0,0,0,1,364,0,0,0,0,0,0,1,26706,1,14264,0,0,1,7264,1,5178,0,0,1,5178,0,0,0,0,0,0,0,0,0,0,1,5775,1,5775,1,3209,0,0,1,2566,1,2566,0,0,0,0,0,0,1,340.29,2,2,2216,0,0,0,0
54,Non Taxable,NSW,1835,17,16,241596,8,3689.04,0,0,0,0,0,0,0,0,0,0,8,122923,6,12937,2,6039,0,0,0,0,2,15870,3,26911,0,0,0,0,6,12959,0,0,4,3305,4,1419,16,287812,2,690,1,200,4,733,0,0,3,2543,5,4166,0,0,0,0,0,0,2,150,2,202,5,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53872,0,0,0,0,0,0,1,28600,1,25300,0,0,1,3633,0,0,1,-333,1,-333,0,0,0,0,0,0,0,0,0,0,6,1273578,6,1273578,6,1174859,0,0,6,98719,6,98719,0,0,0,0,0,0,5,1565,4,3,3452,0,0,0,0
55,Non Taxable,NSW,1871,19,18,177718,4,4059.54,0,0,0,0,0,0,0,0,0,0,6,64658,5,5400,0,0,0,0,0,0,2,22514,2,21045,0,0,0,0,13,23932,4,184,8,6681,8,2861,18,178350,0,0,0,0,0,0,0,0,2,417,2,417,0,0,0,0,0,0,0,0,2,215,3,632,0,0,0,0,0,0,0,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25461,0,0,0,0,0,0,1,19849,1,11536,1,2095,1,6769,0,0,1,-551,1,-551,0,0,0,0,0,0,0,0,0,0,4,163209,4,163209,4,126465,0,0,4,36744,4,36744,0,0,0,0,1,33.99,3,934,6,5,3289,0,0,0,0
56,Non Taxable,NSW,1885,17,16,115645,2,729.6,0,0,0,0,0,0,0,0,0,0,8,96881,4,3063,1,15450,0,0,0,0,2,5826,0,0,0,0,0,0,6,2801,0,0,6,2407,6,1029,16,121747,0,0,0,0,3,594,0,0,2,731,3,1325,0,0,0,0,0,0,0,0,0,0,3,1325,0,0,0,0,1,480,0,0,1,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50099,2,47151,1,1875,2,17504,0,0,2,-16431,2,-16431,0,0,0,0,0,0,0,0,0,0,1,26162,1,26162,1,16872,0,0,1,9290,1,9290,0,0,0,0,0,0,2,729.6,6,6,3499,0,0,0,0
57,Non Taxable,NSW,2000,8203,7842,78805414,1523,787047.96,15,19759.16,0,0,0,0,0,0,2,8801.22,6010,66111560,5421,6487174.4,437,1413994,11,38601,15,15885,145,1136544,112,1284689,8,65887,14,202146,3819,3509502,198,189445,482,1381218,481,584637,7893,90353012,48,117629,155,94353,723,159327,53,413229,713,453913,1208,1238451,22,14946,39,174957,33,128962,223,732004,741,2245288,1828,5760964,11,213619,15,242231,110,466494,7,850420,236,-825912,101,229857.1,141,1120903,2,34152,44,926504,115,1654358,0,0,170,4429127,183,13696538,165,1626942,125,350278,106,288113.25,560,19949221,425,10083269,280,1828720,558,9219502,251,2732196,311,-3914466,563,-1182270,50,3818278,26,203374,22,542252,54,681623,54,875003,635,35663736,689,36538739,396,29694258,54,403056,645,5952681,699,6355737,0,0,4,1676.43,9,167.78,1388,351767.33,1323,959,737579,182,56644.34,76,29189.59
58,Non Taxable,NSW,2001,108,99,1163843,30,92474.31,1,4164.56,0,0,0,0,0,0,1,4633.02,32,457929,24,67573,10,66924,0,0,0,0,4,33395,13,179751,0,0,1,750,57,109953,11,3722,34,62259,34,26677,100,1268045,2,9183,0,0,3,649,1,654,6,2853,9,13339,0,0,2,3563,2,11205,6,2216,21,7983,34,83288,0,0,2,12063,3,31681,0,0,14,88526,4,3481.79,0,0,0,0,1,49214,4,8573,0,0,8,341081,10,236220,8,241039,6,215343,3,72172.33,18,784291,12,446860,11,78672,18,379717,6,101032,12,-221990,18,-120958,3,20820,2,149,1,34849,2,10133,0,0,12,461824,12,461824,9,380140,0,0,12,30774,12,30774,0,0,0,0,0,0,17,4529.44,53,42,30561,9,3728.25,6,2815.1
59,Non Taxable,NSW,2002,30,29,236762,7,1379.25,0,0,0,0,0,0,0,0,0,0,20,247470,18,39338,1,122,0,0,0,0,0,0,0,0,0,0,0,0,5,10688,0,0,2,1264,2,541,30,247160,0,0,1,150,7,935,0,0,8,1251,9,2336,0,0,0,0,0,0,0,0,3,1020,10,3356,0,0,0,0,1,360,0,0,2,14516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,373382,0,0,0,0,0,0,11,309132,5,150269,4,30289,11,152989,5,41321,6,-65736,11,-24415,0,0,0,0,0,0,0,0,0,0,3,85896,3,85896,3,88922,0,0,3,-3026,3,-3026,0,0,0,0,0,0,7,1379.25,6,6,3214,0,0,0,0
